Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,8,10,127,15.9,22,2,1,0,0,0,0,1,26.9,26.9,100.0%,KC,11,2020
2,Darren Waller,7,7,88,12.6,26,1,1,0,0,0,0,1,21.8,21.8,2.9%,FA,11,2020
3,Mark Andrews,5,7,96,19.2,31,2,1,0,0,0,0,1,20.6,20.6,99.8%,BAL,11,2020
4,Dallas Goedert,5,6,77,15.4,32,2,1,0,0,0,0,1,18.7,18.7,86.6%,PHI,11,2020
5,Robert Tonyan,5,5,44,8.8,25,1,1,0,0,0,0,1,15.4,15.4,0.0%,MIN,11,2020
6,Hunter Henry,4,7,48,12.0,22,1,1,0,0,0,0,1,14.8,14.8,19.0%,NE,11,2020
7,Eric Ebron,4,7,36,9.0,20,1,1,0,0,0,0,1,13.6,13.6,0.0%,FA,11,2020
8,Jordan Akins,5,6,83,16.6,25,3,0,0,0,0,0,1,13.3,13.3,0.1%,CLE,11,2020
9,Richard Rodgers,2,2,48,24.0,29,1,1,0,0,0,0,1,12.8,12.8,0.0%,FA,11,2020
10,Dalton Schultz,4,6,25,6.3,10,0,1,0,0,0,0,1,12.5,12.5,79.8%,HOU,11,2020
11,Jonnu Smith,4,6,20,5.0,8,0,1,0,0,0,0,1,12.0,12.0,5.5%,MIA,11,2020
12,Chris Herndon IV,2,3,32,16.0,26,1,1,0,0,0,0,1,11.2,11.2,0.0%,FA,11,2020
13,T.J. Hockenson,4,7,68,17.0,35,1,0,0,0,0,0,1,10.8,10.8,76.0%,MIN,11,2020
14,Trey Burton,2,5,25,12.5,17,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,11,2020
15,Noah Fant,4,5,55,13.8,29,1,0,0,0,0,0,1,9.5,9.5,19.4%,SEA,11,2020
16,Mike Gesicki,4,5,43,10.8,25,1,0,0,0,0,0,1,8.3,8.3,3.0%,CIN,11,2020
17,Ryan Izzo,2,3,59,29.5,50,1,0,0,0,0,0,1,7.9,7.9,0.0%,FA,11,2020
18,Jack Doyle,1,2,6,6.0,6,0,1,0,0,0,0,1,7.6,7.6,2.0%,FA,11,2020
19,Dan Arnold,1,2,4,4.0,4,0,1,0,0,0,0,1,7.4,7.4,0.0%,FA,11,2020
20,Anthony Firkser,4,5,33,8.3,12,0,0,0,0,0,0,1,7.3,7.3,0.0%,NYJ,11,2020
21,Jason Witten,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,11,2020
22,Gerald Everett,4,5,27,6.8,18,0,0,0,0,0,0,1,6.7,6.7,0.8%,CHI,11,2020
23,Austin Hooper,3,5,33,11.0,21,1,0,0,0,0,0,1,6.3,6.3,0.2%,NE,11,2020
24,Tyler Higbee,4,4,19,4.8,7,0,0,1,1,0,0,1,6.0,6.0,1.3%,LAR,11,2020
25,Kyle Rudolph,3,3,28,9.3,12,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,11,2020
26,Cameron Brate,3,4,23,7.7,9,0,0,0,0,0,0,1,5.3,5.3,2.0%,FA,11,2020
27,Jace Sternberger,3,3,23,7.7,12,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,11,2020
28,Tyler Eifert,2,5,32,16.0,17,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,11,2020
29,Maxx Williams,2,2,29,14.5,25,1,0,0,0,0,0,1,4.9,4.9,0.0%,FA,11,2020
30,Darren Fells,2,2,29,14.5,16,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,11,2020
31,Drew Sample,2,4,29,14.5,18,0,0,0,0,0,0,1,4.9,4.9,0.1%,CIN,11,2020
32,Rob Gronkowski,2,6,25,12.5,16,0,0,0,0,0,0,1,4.5,4.5,1.5%,FA,11,2020
33,Nick Vannett,2,2,24,12.0,15,0,0,0,0,0,0,1,4.4,4.4,0.0%,TEN,11,2020
34,Irv Smith Jr.,2,2,23,11.5,12,0,0,0,0,0,0,1,4.3,4.3,0.1%,FA,11,2020
35,Pharaoh Brown,2,3,22,11.0,18,0,0,0,0,0,0,1,4.2,4.2,0.0%,SEA,11,2020
36,Greg Olsen,2,2,20,10.0,10,0,0,0,0,0,0,1,4.0,4.0,7.0%,FA,11,2020
37,Jacob Hollister,2,3,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,0.0%,FA,11,2020
38,Adam Trautman,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.1%,DEN,11,2020
39,Logan Thomas,2,5,6,3.0,6,0,0,1,2,0,0,1,2.8,2.8,0.1%,FA,11,2020
40,Derek Carrier,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,11,2020
41,Blake Bell,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,11,2020
