Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dallas Goedert,8,9,101,12.6,34,2,1,0,0,0,0,1,24.1,24.1,86.6%,PHI,1,2020
2,Mark Andrews,5,6,58,11.6,21,1,2,0,0,0,0,1,22.8,22.8,99.8%,BAL,1,2020
3,Noah Fant,5,6,81,16.2,31,1,1,0,0,0,0,1,19.1,19.1,19.4%,SEA,1,2020
4,Travis Kelce,6,6,50,8.3,15,0,1,0,0,0,0,1,17.0,17.0,100.0%,KC,1,2020
5,T.J. Hockenson,5,5,56,11.2,24,1,1,0,0,0,0,1,16.6,16.6,76.0%,MIN,1,2020
6,David Njoku,3,3,50,16.7,28,2,1,0,0,0,0,1,14.0,14.0,93.2%,CLE,1,2020
7,Logan Thomas,4,8,37,9.3,19,0,1,0,0,0,0,1,13.7,13.7,0.1%,FA,1,2020
8,O.J. Howard,4,6,36,9.0,15,0,1,0,0,0,0,1,13.6,13.6,0.0%,FA,1,2020
9,Jonnu Smith,4,7,36,9.0,22,1,1,0,0,0,0,1,13.6,13.6,5.5%,MIA,1,2020
10,Jared Cook,5,7,80,16.0,46,1,0,0,0,0,0,1,13.0,13.0,0.0%,FA,1,2020
11,Greg Olsen,4,4,24,6.0,9,0,1,0,0,0,0,1,12.4,12.4,7.0%,FA,1,2020
12,Hunter Henry,5,8,73,14.6,33,2,0,0,0,0,0,1,12.3,12.3,19.0%,NE,1,2020
13,Jordan Akins,2,2,39,19.5,20,1,1,0,0,0,0,1,11.9,11.9,0.1%,CLE,1,2020
14,Jimmy Graham,3,7,25,8.3,16,0,1,0,0,0,0,1,11.5,11.5,0.0%,FA,1,2020
15,Zach Ertz,3,7,18,6.0,7,0,1,0,0,0,0,1,10.8,10.8,3.1%,WAS,1,2020
16,Darren Waller,6,8,45,7.5,8,0,0,0,0,0,0,1,10.5,10.5,2.9%,FA,1,2020
17,George Kittle,4,5,44,11.0,14,0,0,1,9,0,0,1,9.3,9.3,99.1%,SF,1,2020
18,C.J. Uzomah,4,5,45,11.3,19,0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,1,2020
19,Jack Doyle,3,4,49,16.3,28,1,0,0,0,0,0,1,7.9,7.9,2.0%,FA,1,2020
20,Chris Herndon IV,6,7,37,6.2,18,0,0,0,0,0,1,1,7.7,7.7,0.0%,FA,1,2020
21,MyCole Pruitt,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,PIT,1,2020
22,Tyler Higbee,3,4,40,13.3,21,1,0,0,0,0,0,1,7.0,7.0,1.3%,LAR,1,2020
23,Hayden Hurst,3,5,38,12.7,27,1,0,0,0,0,0,1,6.8,6.8,2.2%,LAC,1,2020
