Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,George Kittle,15,15,183,12.2,38,2,1,1,8,0,0,1,40.1,40.1,99.1%,SF,4,2020
2,Robert Tonyan,6,6,98,16.3,27,3,3,0,0,0,0,1,33.8,33.8,0.0%,MIN,4,2020
3,Mark Andrews,3,3,57,19.0,25,2,2,0,0,0,0,1,20.7,20.7,99.8%,BAL,4,2020
4,Dalton Schultz,4,8,72,18.0,26,2,1,0,0,0,0,1,17.2,17.2,79.8%,HOU,4,2020
5,Darren Waller,9,11,88,9.8,22,1,0,0,0,0,1,1,15.8,15.8,2.9%,FA,4,2020
6,Austin Hooper,5,7,34,6.8,12,0,1,0,0,0,0,1,14.4,14.4,0.2%,NE,4,2020
7,O.J. Howard,3,6,50,16.7,28,1,1,0,0,0,0,1,14.0,14.0,0.0%,FA,4,2020
8,T.J. Hockenson,2,4,9,4.5,8,0,1,0,0,0,0,1,10.9,10.9,76.0%,MIN,4,2020
9,Travis Kelce,3,7,70,23.3,45,2,0,0,0,0,0,1,10.0,10.0,100.0%,KC,4,2020
10,Jason Witten,2,2,18,9.0,15,0,1,0,0,0,0,1,9.8,9.8,0.0%,FA,4,2020
11,Evan Engram,6,10,35,5.8,12,0,0,0,0,0,0,1,9.5,9.5,97.1%,JAC,4,2020
12,Hayden Hurst,4,6,51,12.8,18,0,0,0,0,0,0,1,9.1,9.1,2.2%,LAC,4,2020
13,Donald Parham Jr.,1,1,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,DEN,4,2020
14,Greg Olsen,5,7,35,7.0,11,0,0,0,0,0,0,1,8.5,8.5,7.0%,FA,4,2020
15,Ian Thomas,2,5,5,2.5,3,0,1,0,0,0,0,1,8.5,8.5,0.0%,CAR,4,2020
16,Noah Fant,5,6,35,7.0,11,0,0,0,0,0,0,1,8.5,8.5,19.4%,SEA,4,2020
17,Mo Alie-Cox,1,2,13,13.0,13,0,1,0,0,0,0,1,8.3,8.3,0.1%,IND,4,2020
18,Dan Arnold,4,4,39,9.8,25,1,0,0,0,0,0,1,7.9,7.9,0.0%,FA,4,2020
19,Harrison Bryant,4,4,37,9.3,16,0,0,0,0,0,0,1,7.7,7.7,0.0%,LV,4,2020
20,Drew Sample,3,5,47,15.7,23,1,0,0,0,0,0,1,7.7,7.7,0.1%,CIN,4,2020
21,Jordan Akins,3,3,46,15.3,26,1,0,0,0,0,0,1,7.6,7.6,0.1%,CLE,4,2020
22,Jimmy Graham,4,5,33,8.3,11,0,0,0,0,0,0,1,7.3,7.3,0.0%,FA,4,2020
23,Jordan Thomas,1,1,3,3.0,3,0,1,0,0,0,0,1,7.3,7.3,0.0%,FA,4,2020
24,Cameron Brate,1,1,3,3.0,3,0,1,0,0,0,0,1,7.3,7.3,2.0%,FA,4,2020
25,Zach Ertz,4,5,9,2.3,8,0,0,0,0,0,0,1,6.9,6.9,3.1%,WAS,4,2020
26,Richard Rodgers,3,4,35,11.7,23,1,0,0,0,0,0,1,6.5,6.5,0.0%,FA,4,2020
27,Gerald Everett,1,1,10,10.0,10,0,0,1,2,1,1,1,6.2,6.2,0.8%,CHI,4,2020
28,Hunter Henry,2,4,39,19.5,29,1,0,0,0,0,0,1,5.9,5.9,19.0%,NE,4,2020
29,Durham Smythe,2,2,30,15.0,18,0,0,0,0,0,0,1,5.0,5.0,0.1%,MIA,4,2020
30,Tyler Higbee,3,4,20,6.7,8,0,0,0,0,0,0,1,5.0,5.0,1.3%,LAR,4,2020
31,Kyle Rudolph,2,2,27,13.5,19,0,0,0,0,0,0,1,4.7,4.7,0.0%,FA,4,2020
32,Blake Bell,2,2,24,12.0,12,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,4,2020
33,Tyler Eifert,2,6,22,11.0,13,0,0,0,0,0,0,1,4.2,4.2,0.0%,FA,4,2020
34,Darren Fells,2,2,21,10.5,14,0,0,0,0,0,0,1,4.1,4.1,0.0%,FA,4,2020
35,Jesse James,1,2,31,31.0,31,1,0,0,0,0,0,1,4.1,4.1,0.0%,FA,4,2020
36,Ryan Griffin,3,3,10,3.3,4,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,4,2020
37,Rob Gronkowski,1,3,29,29.0,29,1,0,0,0,0,0,1,3.9,3.9,1.5%,FA,4,2020
38,Trey Burton,2,5,16,8.0,8,0,0,0,0,0,0,1,3.6,3.6,0.0%,FA,4,2020
39,Dawson Knox,2,3,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,3.6%,BUF,4,2020
40,James O'Shaughnessy,1,2,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,FA,4,2020
41,Will Dissly,2,2,15,7.5,14,0,0,0,0,0,0,1,3.5,3.5,0.6%,LAC,4,2020
42,Cethan Carter,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,FA,4,2020
43,Chris Manhertz,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,NYG,4,2020
44,Mike Gesicki,1,3,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,3.0%,CIN,4,2020
45,Jack Doyle,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,2.0%,FA,4,2020
46,Tyler Kroft,1,3,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,4,2020
47,Chris Herndon IV,1,3,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,4,2020
48,Kaden Smith,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,4,2020
49,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,2.0,2.0,0.0%,CHI,4,2020
50,Nick Boyle,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,4,2020
51,Logan Thomas,1,4,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,FA,4,2020
52,Foster Moreau,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,NO,4,2020
53,Nick Vannett,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,TEN,4,2020
54,Josh Hill,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,4,2020
55,Demetrius Harris,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,4,2020
56,Deon Yelder,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,4,2020
57,Johnny Mundt,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,3.5%,MIN,4,2020
58,Cole Kmet,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,56.2%,CHI,4,2020
59,Josiah Deguara,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,4,2020
60,Adam Trautman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DEN,4,2020
61,Antonio Gandy-Golden,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
62,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,4,2020
63,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
64,Irv Smith Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,4,2020
65,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
66,Charlie Woerner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,4,2020
67,Lawrence Cager,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,4,2020
68,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,4,2020
69,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
70,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
71,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
72,Bruce Miller,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
73,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
74,Luke Willson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
75,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
76,Jacob Hollister,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
77,Mason Schreck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
78,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
79,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,4,2020
80,Jeremy Sprinkle,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
81,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,4,2020
82,Adam Shaheen,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
83,Jake Butt,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,4,2020
84,Garrett Griffin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
85,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,4,2020
86,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,4,2020
87,N'Keal Harry,3,6,21,7.0,9,0,1,0,0,0,0,1,0.0,0.0,0.0%,MIN,4,2020
88,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
89,Nick Keizer,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
90,Taysom Hill,1,1,8,8.0,8,0,0,3,6,0,0,1,0.0,0.0,45.9%,NO,4,2020
91,Colin Thompson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
92,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,29.0%,NYJ,4,2020
93,Ryan Izzo,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
94,Marcus Baugh,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
95,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
96,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,4,2020
97,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,4,2020
98,Stephen Anderson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
99,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2020
