Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dallas Goedert,7,10,75,10.7,27,1,1,0,0,0,0,1,20.5,20.5,86.6%,PHI,12,2020
2,Robert Tonyan,5,5,67,13.4,39,1,1,0,0,0,0,1,17.7,17.7,0.0%,MIN,12,2020
3,Evan Engram,6,9,129,21.5,53,2,0,0,0,0,1,1,16.9,16.9,97.1%,JAC,12,2020
4,Rob Gronkowski,6,7,106,17.7,48,2,0,0,0,0,0,1,16.6,16.6,1.5%,FA,12,2020
5,Travis Kelce,8,8,82,10.3,20,1,0,0,0,0,0,1,16.2,16.2,100.0%,KC,12,2020
6,Richard Rodgers,3,6,53,17.7,33,1,1,0,0,0,0,1,14.3,14.3,0.0%,FA,12,2020
7,T.J. Hockenson,5,8,89,17.8,51,1,0,0,0,0,0,1,13.9,13.9,76.0%,MIN,12,2020
8,Kyle Rudolph,7,8,68,9.7,25,1,0,0,0,0,0,1,13.8,13.8,0.0%,FA,12,2020
9,Hunter Henry,7,10,67,9.6,15,0,0,0,0,0,0,1,13.7,13.7,19.0%,NE,12,2020
10,Logan Thomas,4,4,20,5.0,6,0,1,1,3,0,0,1,13.4,13.4,0.1%,FA,12,2020
11,Trey Burton,3,6,42,14.0,19,0,1,0,0,0,0,1,13.2,13.2,0.0%,FA,12,2020
12,Eric Ebron,7,11,54,7.7,27,1,0,0,0,0,0,1,12.4,12.4,0.0%,FA,12,2020
13,Mike Gesicki,2,5,35,17.5,22,1,1,0,0,0,0,1,11.5,11.5,3.0%,CIN,12,2020
14,Tyler Eifert,3,4,16,5.3,8,0,1,0,0,0,0,1,10.6,10.6,0.0%,FA,12,2020
15,Marcedes Lewis,2,4,16,8.0,11,0,1,0,0,0,0,1,9.6,9.6,0.0%,CHI,12,2020
16,Austin Hooper,2,2,13,6.5,9,0,1,0,0,0,0,1,9.3,9.3,0.2%,NE,12,2020
17,Hayden Hurst,4,8,48,12.0,14,0,0,0,0,0,0,1,8.8,8.8,2.2%,LAC,12,2020
18,Adam Shaheen,1,2,7,7.0,7,0,1,0,0,0,0,1,7.7,7.7,0.0%,FA,12,2020
19,Dalton Schultz,5,5,24,4.8,7,0,0,0,0,0,0,1,7.4,7.4,79.8%,HOU,12,2020
20,Cameron Brate,4,6,34,8.5,14,0,0,0,0,0,0,1,7.4,7.4,2.0%,FA,12,2020
21,Dawson Knox,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,3.6%,BUF,12,2020
22,Darren Waller,4,7,23,5.8,11,0,0,0,0,0,0,1,6.3,6.3,2.9%,FA,12,2020
23,Jimmy Graham,3,4,32,10.7,16,0,0,0,0,0,0,1,6.2,6.2,0.0%,FA,12,2020
24,Drew Sample,4,5,40,10.0,16,0,0,0,0,0,1,1,6.0,6.0,0.1%,CIN,12,2020
25,Geoff Swaim,3,3,30,10.0,12,0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,12,2020
26,Durham Smythe,3,3,19,6.3,12,0,0,0,0,0,0,1,4.9,4.9,0.1%,MIA,12,2020
27,Mo Alie-Cox,2,2,19,9.5,11,0,0,0,0,0,0,1,3.9,3.9,0.1%,IND,12,2020
28,Jordan Reed,2,6,18,9.0,12,0,0,0,0,0,0,1,3.8,3.8,19.0%,FA,12,2020
29,James O'Shaughnessy,2,4,17,8.5,10,0,0,0,0,0,0,1,3.7,3.7,0.0%,FA,12,2020
30,Gerald Everett,2,2,16,8.0,10,0,0,0,0,0,0,1,3.6,3.6,0.8%,CHI,12,2020
31,Jacob Hollister,2,5,11,5.5,8,0,0,0,0,0,0,1,3.1,3.1,0.0%,FA,12,2020
32,Maxx Williams,2,2,10,5.0,6,0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
33,Dan Arnold,1,3,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,FA,12,2020
34,Noah Fant,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,19.4%,SEA,12,2020
35,Chris Manhertz,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,NYG,12,2020
36,Jaeden Graham,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,12,2020
37,Stephen Carlson,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,CHI,12,2020
38,Jesse James,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,12,2020
39,Cole Kmet,1,3,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,56.2%,CHI,12,2020
