Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davante Adams,11,12,142,12.9,32,3,3,0,0,0,0,1,43.2,43.2,99.8%,LV,16,2020
2,Stefon Diggs,9,11,145,16.1,50,2,3,0,0,0,0,1,41.5,41.5,98.6%,HOU,16,2020
3,Mike Evans,10,12,181,18.1,33,5,2,0,0,0,0,1,40.1,40.1,99.7%,TB,16,2020
4,Michael Gallup,6,8,121,20.2,55,2,2,0,0,0,0,1,30.1,30.1,0.1%,FA,16,2020
5,Jamison Crowder,7,9,92,13.1,30,2,1,1,14,0,0,1,29.3,29.3,0.1%,WAS,16,2020
6,Brandin Cooks,7,10,141,20.1,50,3,1,0,0,0,0,1,27.1,27.1,30.9%,DAL,16,2020
7,Nelson Agholor,5,6,155,31.0,85,2,1,0,0,0,0,1,26.5,26.5,0.6%,BAL,16,2020
8,JuJu Smith-Schuster,9,13,96,10.7,25,2,1,0,0,0,0,1,24.6,24.6,1.7%,KC,16,2020
9,Adam Thielen,8,9,97,12.1,24,2,1,0,0,0,0,1,23.7,23.7,46.2%,CAR,16,2020
10,CeeDee Lamb,3,5,65,21.7,52,1,1,1,19,1,0,1,23.4,23.4,100.0%,DAL,16,2020
11,Sterling Shepard,9,12,77,8.6,16,0,1,0,0,0,0,1,22.7,22.7,0.0%,TB,16,2020
12,Tee Higgins,6,9,99,16.5,30,3,1,0,0,0,0,1,21.9,21.9,95.7%,CIN,16,2020
13,Diontae Johnson,8,14,74,9.3,39,1,1,1,2,0,0,1,21.6,21.6,90.7%,CAR,16,2020
14,Curtis Samuel,5,5,106,21.2,44,2,0,7,52,0,0,1,20.8,20.8,55.7%,BUF,16,2020
15,Allen Robinson II,10,13,103,10.3,21,1,0,0,0,0,0,1,20.3,20.3,0.1%,DET,16,2020
16,Chris Godwin,5,9,84,16.8,47,1,1,0,0,0,0,1,19.4,19.4,92.8%,TB,16,2020
17,Calvin Ridley,5,9,130,26.0,54,3,0,1,-7,0,0,1,17.3,17.3,94.1%,TEN,16,2020
18,Robbie Chosen,7,10,39,5.6,14,0,1,0,0,0,0,1,16.9,16.9,0.0%,MIA,16,2020
19,DJ Chark Jr.,4,6,62,15.5,20,1,1,0,0,0,0,1,16.2,16.2,3.6%,LAC,16,2020
20,Amari Cooper,4,6,121,30.3,69,2,0,0,0,0,0,1,16.1,16.1,95.7%,CLE,16,2020
21,Laviska Shenault Jr.,5,7,48,9.6,34,1,1,0,0,0,0,1,15.8,15.8,0.1%,SEA,16,2020
22,Zach Pascal,3,6,64,21.3,42,1,1,0,0,0,0,1,15.4,15.4,0.0%,ARI,16,2020
23,DeSean Jackson,1,1,81,81.0,81,1,1,0,0,0,0,1,15.1,15.1,0.6%,FA,16,2020
24,Braxton Berrios,3,3,60,20.0,43,1,1,0,0,0,0,1,15.0,15.0,0.4%,MIA,16,2020
