Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Lockett,9,13,100,11.1,43,1,3,0,0,0,0,1,37.0,37.0,67.6%,SEA,3,2020
2,Justin Jefferson,7,9,175,25.0,71,3,1,0,0,0,0,1,30.5,30.5,100.0%,MIN,3,2020
3,Keenan Allen,13,19,132,10.2,22,2,1,0,0,0,1,1,30.2,30.2,93.1%,CHI,3,2020
4,Allen Robinson II,10,13,123,12.3,37,1,1,0,0,0,0,1,28.3,28.3,0.1%,DET,3,2020
5,Cedrick Wilson Jr.,5,7,107,21.4,42,2,2,0,0,0,0,1,27.7,27.7,0.1%,NO,3,2020
6,Allen Lazard,6,8,146,24.3,72,2,1,1,-2,0,0,1,26.4,26.4,0.8%,NYJ,3,2020
7,Michael Gallup,6,9,138,23.0,52,2,1,0,0,0,0,1,25.8,25.8,0.1%,FA,3,2020
8,Cooper Kupp,9,10,107,11.9,20,2,1,0,0,0,0,1,25.7,25.7,98.6%,LAR,3,2020
9,DeAndre Hopkins,10,12,137,13.7,30,2,0,0,0,0,0,1,23.7,23.7,80.6%,TEN,3,2020
10,Tyler Boyd,10,13,125,12.5,25,1,0,0,0,0,0,1,22.5,22.5,5.3%,TEN,3,2020
11,Robert Woods,5,6,74,14.8,31,2,1,3,30,0,0,1,21.4,21.4,0.1%,HOU,3,2020
12,Tyreek Hill,5,6,77,15.4,33,2,1,2,25,0,0,1,21.2,21.2,100.0%,MIA,3,2020
13,Brandon Aiyuk,5,8,70,14.0,20,1,0,3,31,1,0,1,21.1,21.1,99.4%,SF,3,2020
14,Tee Higgins,5,9,40,8.0,16,0,2,0,0,0,0,1,21.0,21.0,95.7%,CIN,3,2020
15,Greg Ward,8,11,72,9.0,29,1,1,1,-6,0,0,1,20.6,20.6,0.0%,FA,3,2020
16,Hunter Renfrow,6,9,84,14.0,26,2,1,0,0,0,0,1,20.4,20.4,0.1%,FA,3,2020
17,Andy Isabella,4,4,47,11.8,26,1,2,1,-6,0,0,1,20.1,20.1,0.0%,FA,3,2020
18,Randall Cobb,4,4,95,23.8,34,2,1,0,0,0,0,1,19.5,19.5,0.0%,FA,3,2020
19,DK Metcalf,4,8,110,27.5,62,2,1,0,0,0,1,1,19.0,19.0,99.1%,SEA,3,2020
20,Dontrelle Inman,3,6,38,12.7,17,0,2,0,0,0,0,1,18.8,18.8,0.0%,FA,3,2020
