Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Lockett,15,20,200,13.3,47,2,3,0,0,0,0,1,53.0,53.0,67.6%,SEA,7,2020
2,Davante Adams,13,16,196,15.1,45,3,2,0,0,0,0,1,44.6,44.6,99.8%,LV,7,2020
3,Diontae Johnson,9,15,80,8.9,14,0,2,0,0,0,0,1,29.0,29.0,90.7%,CAR,7,2020
4,Tyler Boyd,11,13,101,9.2,16,0,1,0,0,0,0,1,27.7,27.7,5.3%,TEN,7,2020
5,A.J. Brown,6,8,153,25.5,73,3,1,0,0,0,0,1,27.3,27.3,100.0%,PHI,7,2020
6,DJ Moore,4,5,93,23.3,74,1,2,0,0,0,0,1,25.3,25.3,98.5%,CHI,7,2020
7,DeAndre Hopkins,10,12,103,10.3,35,1,1,0,0,0,1,1,24.3,24.3,80.6%,TEN,7,2020
8,Chris Godwin,9,9,88,9.8,23,1,1,0,0,0,0,1,23.8,23.8,92.8%,TB,7,2020
9,Scotty Miller,6,9,109,18.2,35,2,1,0,0,0,0,1,22.9,22.9,0.1%,PIT,7,2020
10,Keenan Allen,10,13,125,12.5,27,2,0,0,0,0,0,1,22.5,22.5,93.1%,CHI,7,2020
11,Cole Beasley,11,12,112,10.2,23,1,0,0,0,0,0,1,22.2,22.2,0.0%,FA,7,2020
12,Terry McLaurin,7,11,90,12.9,52,1,1,0,0,0,0,1,22.0,22.0,93.6%,WAS,7,2020
13,Nelson Agholor,5,9,107,21.4,44,3,1,0,0,0,0,1,21.7,21.7,0.6%,BAL,7,2020
14,Christian Kirk,5,8,37,7.4,16,0,2,0,0,0,0,1,20.7,20.7,90.9%,JAC,7,2020
15,Calvin Ridley,5,7,69,13.8,27,1,1,0,0,0,0,1,19.9,19.9,94.1%,TEN,7,2020
16,Tee Higgins,5,5,71,14.2,27,1,1,1,7,0,0,1,18.8,18.8,95.7%,CIN,7,2020
17,Sterling Shepard,6,8,59,9.8,29,1,1,0,0,0,0,1,17.9,17.9,0.0%,TB,7,2020
18,Julio Jones,8,9,97,12.1,28,1,0,0,0,0,0,1,17.7,17.7,0.1%,FA,7,2020
19,JuJu Smith-Schuster,9,14,85,9.4,28,2,0,0,0,0,0,1,17.5,17.5,1.7%,KC,7,2020
20,Brandon Aiyuk,6,7,115,19.2,35,3,0,0,0,0,0,1,17.5,17.5,99.4%,SF,7,2020
21,Tyreek Hill,6,10,55,9.2,15,0,1,0,0,0,0,1,17.5,17.5,100.0%,MIA,7,2020
22,Randall Cobb,8,10,95,11.9,28,1,0,0,0,0,0,1,17.5,17.5,0.0%,FA,7,2020
23,Kenny Golladay,6,7,114,19.0,29,2,0,0,0,0,0,1,17.4,17.4,4.0%,FA,7,2020
24,Curtis Samuel,6,6,48,8.0,22,1,0,1,5,1,0,1,17.3,17.3,55.7%,BUF,7,2020
25,Rashard Higgins,6,6,110,18.3,30,4,0,0,0,0,0,1,17.0,17.0,0.0%,FA,7,2020
26,Jalen Guyton,2,3,84,42.0,70,1,1,0,0,0,0,1,16.4,16.4,0.0%,LV,7,2020
27,Corey Davis,6,10,35,5.8,7,0,1,0,0,0,0,1,15.5,15.5,0.0%,FA,7,2020
28,Marquez Callaway,8,10,75,9.4,15,0,0,0,0,0,0,1,15.5,15.5,0.0%,FA,7,2020
29,Amari Cooper,7,7,80,11.4,32,1,0,1,5,0,0,1,15.5,15.5,95.7%,CLE,7,2020
30,A.J. Green,7,13,82,11.7,22,1,0,0,0,0,0,1,15.2,15.2,0.6%,FA,7,2020
31,Greg Ward,5,6,42,8.4,14,0,1,0,0,0,0,1,15.2,15.2,0.0%,FA,7,2020
32,Josh Reynolds,4,8,52,13.0,21,1,1,0,0,0,0,1,15.2,15.2,1.2%,DEN,7,2020
