Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Odell Beckham Jr.,5,8,81,16.2,37,1,2,2,73,1,0,1,38.4,38.4,4.8%,MIA,4,2020
2,Amari Cooper,12,16,134,11.2,20,1,1,0,0,0,0,1,33.4,33.4,95.7%,CLE,4,2020
3,DJ Chark Jr.,8,9,95,11.9,22,1,2,0,0,0,0,1,29.5,29.5,3.6%,LAC,4,2020
4,Adam Thielen,8,10,114,14.3,39,2,1,1,8,0,0,1,26.2,26.2,46.2%,CAR,4,2020
5,CeeDee Lamb,5,7,79,15.8,43,1,2,1,3,0,0,1,25.2,25.2,100.0%,DAL,4,2020
6,Mike Evans,7,8,122,17.4,48,2,1,0,0,0,0,1,25.2,25.2,99.7%,TB,4,2020
7,Tim Patrick,6,7,113,18.8,40,3,1,0,0,0,0,1,23.3,23.3,0.9%,DET,4,2020
8,Allen Robinson II,7,10,101,14.4,27,3,1,0,0,0,0,1,23.1,23.1,0.1%,DET,4,2020
9,William Fuller V,6,7,108,18.0,43,2,1,0,0,0,0,1,22.8,22.8,0.0%,FA,4,2020
10,Terry McLaurin,10,14,118,11.8,39,1,0,0,0,0,0,1,21.8,21.8,93.6%,WAS,4,2020
11,Tre'Quan Smith,4,4,54,13.5,20,1,2,0,0,0,0,1,21.4,21.4,0.1%,DET,4,2020
12,DeVante Parker,10,12,110,11.0,21,1,0,0,0,0,0,1,21.0,21.0,0.1%,FA,4,2020
13,Scotty Miller,5,7,83,16.6,44,1,1,0,0,0,0,1,19.3,19.3,0.1%,PIT,4,2020
14,David Moore,3,4,95,31.7,57,2,1,0,0,0,0,1,18.5,18.5,0.1%,CAR,4,2020
15,Robbie Chosen,8,11,99,12.4,24,2,0,0,0,0,0,1,17.9,17.9,0.0%,MIA,4,2020
16,Cooper Kupp,5,7,69,13.8,55,1,1,1,-2,0,0,1,17.7,17.7,98.6%,LAR,4,2020
17,Stefon Diggs,6,7,115,19.2,49,2,0,0,0,0,0,1,17.5,17.5,98.6%,HOU,4,2020
18,Jamison Crowder,7,10,104,14.9,35,2,0,0,0,0,0,1,17.4,17.4,0.1%,WAS,4,2020
19,Olamide Zaccheaus,8,9,86,10.8,16,0,0,0,0,0,0,1,16.6,16.6,0.1%,WAS,4,2020
20,Tyler Boyd,7,8,90,12.9,20,1,0,1,4,0,0,1,16.4,16.4,5.3%,TEN,4,2020
21,Tyreek Hill,4,6,64,16.0,22,1,1,0,0,0,0,1,16.4,16.4,100.0%,MIA,4,2020
22,Kenny Golladay,4,8,62,15.5,17,0,1,0,0,0,0,1,16.2,16.2,4.0%,FA,4,2020
23,Emmanuel Sanders,6,9,93,15.5,25,1,0,0,0,0,0,1,15.3,15.3,0.0%,FA,4,2020
24,Jarvis Landry,5,6,48,9.6,11,0,0,0,0,0,0,1,15.3,15.3,14.0%,FA,4,2020
25,Jeff Smith,7,9,81,11.6,21,1,0,0,0,0,0,1,15.1,15.1,0.0%,FA,4,2020
