Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Devin White,9,2,3.0,0,0,1,0,0,1,33.5,33.5,7.4%,PHI,7,2020
2,Vince Williams,8,2,1.0,0,0,0,0,0,1,22.5,22.5,0.1%,FA,7,2020
3,Jayon Brown,7,1,0.0,4,1,0,0,0,1,22.3,22.3,2.0%,FA,7,2020
4,Leonard Floyd,4,2,2.0,0,0,0,0,0,1,20.5,20.5,2.1%,SF,7,2020
5,Malik Reed,4,1,2.0,0,0,0,0,0,1,19.8,19.8,0.0%,FA,7,2020
6,T.J. Watt,4,1,1.0,1,0,0,0,0,1,19.8,19.8,77.7%,PIT,7,2020
7,Cole Holcomb,3,1,1.0,1,1,0,0,0,1,18.3,18.3,1.7%,PIT,7,2020
8,Neville Hewitt,10,3,0.0,0,0,0,0,0,1,17.3,17.3,0.0%,HOU,7,2020
9,K.J. Wright,7,0,0.0,0,0,0,1,0,1,17.0,17.0,0.0%,FA,7,2020
10,Khalil Mack,4,0,1.0,0,0,1,0,0,1,16.5,16.5,36.9%,LAC,7,2020
11,Leighton Vander Esch,9,3,0.0,0,0,0,0,0,1,15.8,15.8,1.1%,FA,7,2020
12,B.J. Goodson,5,2,0.0,1,1,0,0,0,1,15.5,15.5,0.1%,FA,7,2020
13,Krys Barnes,4,4,1.0,0,0,0,0,0,1,15.5,15.5,0.6%,ARI,7,2020
14,Shaq Thompson,7,6,0.0,0,0,0,0,0,1,15.0,15.0,7.4%,CAR,7,2020
15,Nate Gerry,4,3,1.0,0,0,0,0,0,1,14.8,14.8,0.0%,FA,7,2020
16,Alexander Johnson,5,4,0.0,0,0,1,0,0,1,14.5,14.5,0.0%,FA,7,2020
17,Deion Jones,3,1,1.0,0,0,0,0,0,1,14.3,14.3,0.1%,FA,7,2020
18,Fred Warner,3,4,0.0,1,1,0,0,0,1,14.0,14.0,85.1%,SF,7,2020
19,Roquan Smith,7,1,0.0,0,0,0,0,0,1,13.8,13.8,88.7%,BAL,7,2020
20,Tyrell Adams,5,5,0.0,0,0,0,0,0,1,13.8,13.8,0.0%,FA,7,2020
21,Blake Martinez,7,2,0.0,1,0,0,0,0,1,13.5,13.5,0.0%,FA,7,2020
22,Bobby Wagner,7,4,0.0,0,0,0,0,0,1,13.5,13.5,61.2%,WAS,7,2020
23,Jaylon Smith,6,6,0.0,0,0,0,0,0,1,13.5,13.5,0.0%,FA,7,2020
24,Dre Greenlaw,3,3,1.0,0,0,0,0,0,1,13.3,13.3,4.3%,SF,7,2020
25,Uchenna Nwosu,2,2,1.5,0,0,0,0,0,1,13.0,13.0,3.4%,SEA,7,2020
26,Avery Williamson,4,9,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,7,2020
27,Cory Littleton,5,3,0.0,0,0,0,0,0,1,12.3,12.3,0.0%,FA,7,2020
28,Justin Hollins,2,3,1.0,0,0,0,0,0,1,11.8,11.8,0.0%,FA,7,2020
29,Shaquil Barrett,4,2,0.0,1,0,0,0,0,1,11.5,11.5,0.4%,FA,7,2020
30,Kamal Martin,6,0,0.0,0,0,0,0,0,1,11.5,11.5,0.0%,FA,7,2020
31,Joe Schobert,3,6,0.0,0,0,0,0,0,1,11.5,11.5,0.0%,FA,7,2020
32,Quincy Williams,3,4,0.0,1,0,0,0,0,1,11.5,11.5,41.0%,NYJ,7,2020
33,Foyesade Oluokun,4,5,0.0,1,0,0,0,0,1,11.3,11.3,93.6%,JAC,7,2020
34,Zach Cunningham,4,7,0.0,0,0,0,0,0,1,11.3,11.3,0.1%,FA,7,2020
35,De'Vondre Campbell Sr.,6,3,0.0,0,0,0,0,0,1,11.3,11.3,2.1%,SF,7,2020
36,Lavonte David,7,1,0.0,0,0,0,0,0,1,11.3,11.3,54.3%,TB,7,2020
37,Willie Gay Jr.,3,1,0.0,2,0,0,0,0,1,10.8,10.8,1.2%,NO,7,2020
38,Josh Bynes,4,3,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,7,2020
39,Damien Wilson,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.1%,FA,7,2020
40,Barkevious Mingo,3,1,0.0,0,0,0,0,0,1,10.3,10.3,6.0%,FA,7,2020
41,Za'Darius Smith,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.8%,CLE,7,2020
42,Adarius Taylor,5,0,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,7,2020
43,Jordyn Brooks,3,4,0.0,0,0,0,0,0,1,10.0,10.0,10.8%,MIA,7,2020
44,Ja'Whaun Bentley,5,3,0.0,0,0,0,0,0,1,9.8,9.8,6.5%,NE,7,2020
45,Vic Beasley Jr.,2,0,0.0,0,0,1,0,0,1,9.5,9.5,0.0%,FA,7,2020
46,A.J. Klein,4,2,0.5,0,0,0,0,0,1,9.5,9.5,0.0%,FA,7,2020
47,Malcolm Smith,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,7,2020
48,Tremaine Edmunds,4,1,0.0,0,0,0,0,0,1,9.3,9.3,17.8%,CHI,7,2020
49,Azeez Al-Shaair,2,3,0.0,0,0,1,0,0,1,9.3,9.3,40.2%,HOU,7,2020
50,Bradley Chubb,1,1,1.0,0,0,0,0,0,1,8.8,8.8,3.8%,MIA,7,2020
51,Kyzir White,2,5,0.5,0,0,0,0,0,1,8.8,8.8,18.1%,ARI,7,2020
52,Micah Kiser,3,5,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,7,2020
53,Jordan Hicks,4,3,0.0,0,0,0,0,0,1,8.3,8.3,9.4%,CLE,7,2020
54,Markus Golden,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,FA,7,2020
55,Marquis Haynes Sr.,1,0,0.0,0,0,0,1,0,1,8.0,8.0,0.0%,FA,7,2020
56,Alex Anzalone,3,1,0.0,0,0,0,0,0,1,7.8,7.8,24.8%,DET,7,2020
57,Kenneth Murray Jr.,3,2,0.0,1,0,0,0,0,1,7.5,7.5,6.0%,TEN,7,2020
58,Jon Bostic,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2020
59,Nick Kwiatkoski,3,4,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2020
60,Alex Singleton,5,0,0.0,0,0,0,0,0,1,7.5,7.5,72.8%,DEN,7,2020
61,Tahir Whitehead,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2020
62,Devante Downs,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2020
63,Germaine Pratt,4,2,0.0,0,0,0,0,0,1,7.5,7.5,5.1%,CIN,7,2020
64,Harold Landry III,3,0,0.0,0,0,0,0,0,1,7.0,7.0,12.1%,TEN,7,2020
65,Logan Wilson,2,2,0.0,0,0,0,0,0,1,7.0,7.0,29.1%,CIN,7,2020
66,Reggie Ragland,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,7,2020
67,Rashaan Evans,2,3,0.0,1,0,0,0,0,1,6.8,6.8,0.1%,FA,7,2020
68,Mack Wilson Sr.,3,1,0.0,1,0,0,0,0,1,6.8,6.8,3.3%,ARI,7,2020
69,Isaiah Simmons,0,0,0.0,1,1,0,0,0,1,6.5,6.5,5.6%,NYG,7,2020
70,Nicholas Morrow,2,1,0.0,0,0,0,0,0,1,6.3,6.3,4.0%,BUF,7,2020
71,Robert Quinn,1,1,0.0,0,0,1,0,0,1,6.3,6.3,2.0%,FA,7,2020
72,Preston Smith,2,1,0.0,0,0,0,0,0,1,6.3,6.3,1.4%,GB,7,2020
