Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Derrick Henry,26,215,8.3,47,4,2,2,2,7,3.5,0,0,1,36.2,36.2,99.9%,BAL,14,2020
2,Jonathan Taylor,20,150,7.5,62,1,2,2,2,15,7.5,0,0,1,30.5,30.5,99.9%,IND,14,2020
3,Miles Sanders,14,115,8.2,82,1,2,4,5,21,5.3,0,0,1,29.6,29.6,8.5%,CAR,14,2020
4,Kareem Hunt,6,33,5.5,10,0,1,6,7,77,12.8,1,0,1,29.0,29.0,0.2%,FA,14,2020
5,Mike Davis,11,51,4.6,10,0,2,5,6,42,8.4,0,0,1,26.3,26.3,1.0%,FA,14,2020
6,David Montgomery,11,113,10.3,80,1,1,3,4,42,14.0,0,0,1,24.5,24.5,95.7%,DET,14,2020
7,Nick Chubb,17,82,4.8,14,0,2,2,2,21,10.5,0,0,1,24.3,24.3,83.5%,CLE,14,2020
8,Austin Ekeler,15,79,5.3,13,0,0,9,9,67,7.4,0,0,1,23.6,23.6,87.4%,WAS,14,2020
9,Alvin Kamara,11,50,4.5,16,0,1,7,10,44,6.3,0,0,1,22.4,22.4,98.5%,NO,14,2020
10,Cam Akers,29,171,5.9,35,2,0,2,3,23,11.5,0,0,1,21.4,21.4,1.5%,HOU,14,2020
11,Dalvin Cook,22,102,4.6,14,0,1,2,4,8,4.0,0,0,1,19.0,19.0,12.7%,DAL,14,2020
12,Chris Carson,12,76,6.3,28,1,1,3,5,22,7.3,0,0,1,18.8,18.8,0.3%,FA,14,2020
13,Gus Edwards,7,49,7.0,19,0,2,1,1,4,4.0,0,0,1,18.3,18.3,78.0%,LAC,14,2020
14,Kenyan Drake,23,80,3.5,36,1,1,1,1,10,10.0,0,0,1,16.0,16.0,0.0%,FA,14,2020
15,Ronald Jones II,18,80,4.4,16,0,1,1,2,4,4.0,0,0,1,15.4,15.4,0.0%,FA,14,2020
16,D'Andre Swift,7,24,3.4,5,0,1,4,5,26,6.5,0,0,1,15.0,15.0,94.7%,CHI,14,2020
17,Clyde Edwards-Helaire,16,32,2.0,12,0,0,5,6,59,11.8,0,0,1,14.1,14.1,7.3%,KC,14,2020
18,J.K. Dobbins,13,53,4.1,13,0,1,0,0,0,0.0,0,0,1,13.3,13.3,61.0%,LAC,14,2020
19,Tony Pollard,11,39,3.5,17,0,0,2,2,9,4.5,1,0,1,12.8,12.8,90.8%,TEN,14,2020
