Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalvin Cook,27,115,4.3,16,0,1,5,5,45,9.0,0,1,1,25.0,25.0,12.7%,DAL,11,2020
2,Clyde Edwards-Helaire,14,69,4.9,14,0,2,1,2,8,8.0,0,0,1,20.7,20.7,7.3%,KC,11,2020
3,Derrick Henry,28,133,4.8,29,2,1,1,2,-1,-1.0,0,0,1,20.2,20.2,99.9%,BAL,11,2020
4,Ezekiel Elliott,21,103,4.9,18,0,0,2,2,11,5.5,1,0,1,19.4,19.4,81.8%,DAL,11,2020
5,J.K. Dobbins,15,70,4.7,11,0,1,2,2,15,7.5,0,0,1,18.5,18.5,61.0%,LAC,11,2020
6,Melvin Gordon III,15,84,5.6,25,2,2,0,0,0,0.0,0,1,1,18.4,18.4,0.0%,FA,11,2020
7,Carlos Hyde,14,79,5.6,17,0,1,2,3,16,8.0,0,0,1,17.5,17.5,0.0%,FA,11,2020
8,Antonio Gibson,16,94,5.9,19,0,1,1,2,10,10.0,0,0,1,17.4,17.4,34.1%,NE,11,2020
9,Aaron Jones,10,41,4.1,15,0,1,4,4,30,7.5,0,0,1,17.1,17.1,96.1%,MIN,11,2020
10,Kenyan Drake,11,29,2.6,12,0,1,4,5,31,7.8,0,0,1,16.0,16.0,0.0%,FA,11,2020
11,Mike Davis,19,64,3.4,9,0,1,2,2,15,7.5,0,0,1,15.9,15.9,1.0%,FA,11,2020
12,Jonathan Taylor,22,90,4.1,18,0,0,4,4,24,6.0,0,0,1,15.4,15.4,99.9%,IND,11,2020
13,Frank Gore,15,61,4.1,14,0,1,2,2,10,5.0,0,0,1,15.1,15.1,12.1%,FA,11,2020
14,Chase Edmonds,2,13,6.5,11,0,0,4,4,36,9.0,1,0,1,14.9,14.9,0.3%,TB,11,2020
15,James White,5,19,3.8,8,0,0,6,9,64,10.7,0,0,1,14.3,14.3,0.1%,FA,11,2020
16,Kalen Ballage,16,44,2.8,17,0,0,7,9,27,3.9,0,0,1,14.1,14.1,0.0%,FA,11,2020
17,Josh Jacobs,17,55,3.2,13,0,1,1,1,9,9.0,0,0,1,13.4,13.4,99.4%,GB,11,2020
18,James Conner,13,89,6.8,25,1,0,3,3,10,3.3,0,0,1,12.9,12.9,94.4%,ARI,11,2020
19,Salvon Ahmed,12,43,3.6,14,0,0,5,6,31,6.2,0,0,1,12.4,12.4,0.0%,FA,11,2020
20,Damien Harris,11,43,3.9,9,0,1,1,2,11,11.0,0,0,1,12.4,12.4,9.0%,FA,11,2020
21,Tony Pollard,5,60,12.0,42,1,1,0,0,0,0.0,0,0,1,12.0,12.0,90.8%,TEN,11,2020
22,James Robinson,17,73,4.3,18,0,0,2,2,21,10.5,0,0,1,11.4,11.4,0.0%,FA,11,2020
23,Nick Chubb,20,114,5.7,54,1,0,0,0,0,0.0,0,0,1,11.4,11.4,83.5%,CLE,11,2020
24,Le'Veon Bell,7,25,3.6,11,0,1,1,1,11,11.0,0,0,1,10.6,10.6,0.2%,FA,11,2020
25,Alvin Kamara,13,45,3.5,12,0,1,0,1,0,0.0,0,0,1,10.5,10.5,98.5%,NO,11,2020
