Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jeff Wilson Jr.,17,112,6.6,17,0,3,2,2,8,4.0,0,0,1,32.0,32.0,0.1%,MIA,7,2020
2,James Robinson,22,119,5.4,22,1,1,4,6,18,4.5,1,0,1,31.7,31.7,0.0%,FA,7,2020
3,Alvin Kamara,14,83,5.9,32,1,0,8,8,65,8.1,0,0,1,22.8,22.8,98.5%,NO,7,2020
4,Todd Gurley II,23,63,2.7,13,0,2,2,3,19,9.5,0,0,1,22.2,22.2,0.1%,FA,7,2020
5,Chase Edmonds,5,58,11.6,32,1,0,7,7,87,12.4,0,0,1,21.5,21.5,0.3%,TB,7,2020
6,Jamaal Williams,19,77,4.1,13,0,1,4,5,37,9.3,0,0,1,21.4,21.4,5.0%,NO,7,2020
7,Giovani Bernard,13,37,2.8,8,0,0,5,5,59,11.8,1,0,1,20.6,20.6,0.0%,FA,7,2020
8,Kareem Hunt,18,76,4.2,15,0,0,3,4,26,8.7,1,0,1,19.2,19.2,0.2%,FA,7,2020
9,Antonio Gibson,20,128,6.4,40,1,1,0,1,0,0.0,0,0,1,18.8,18.8,34.1%,NE,7,2020
10,Boston Scott,12,46,3.8,12,0,0,3,5,46,15.3,1,0,1,18.2,18.2,0.0%,PIT,7,2020
11,Carlos Hyde,15,68,4.5,24,1,1,3,4,8,2.7,0,0,1,16.6,16.6,0.0%,FA,7,2020
12,Wayne Gallman Jr.,10,34,3.4,14,0,1,5,5,20,4.0,0,0,1,16.4,16.4,0.0%,FA,7,2020
13,David Johnson,14,42,3.0,13,0,0,4,4,42,10.5,1,1,1,16.4,16.4,0.0%,FA,7,2020
14,Leonard Fournette,11,50,4.5,24,1,0,6,7,47,7.8,0,0,1,15.7,15.7,2.1%,FA,7,2020
15,Derrick Henry,20,75,3.8,17,0,1,2,2,-3,-1.5,0,0,1,15.2,15.2,99.9%,BAL,7,2020
16,D'Andre Swift,9,27,3.0,13,0,1,4,5,21,5.3,0,0,1,14.8,14.8,94.7%,CHI,7,2020
17,James Conner,20,82,4.1,24,1,0,3,5,29,9.7,0,0,1,14.1,14.1,94.4%,ARI,7,2020
18,La'Mical Perine,11,40,3.6,20,1,1,2,3,16,8.0,0,0,1,13.6,13.6,0.0%,GB,7,2020
19,Clyde Edwards-Helaire,8,46,5.8,27,1,1,1,4,17,17.0,0,0,1,13.3,13.3,7.3%,KC,7,2020
20,Melvin Gordon III,17,68,4.0,11,0,1,2,4,12,6.0,0,2,1,12.0,12.0,0.0%,FA,7,2020
21,David Montgomery,14,48,3.4,11,0,0,5,5,21,4.2,0,0,1,11.9,11.9,95.7%,DET,7,2020
22,Malcolm Brown,10,57,5.7,13,0,1,0,1,0,0.0,0,0,1,11.7,11.7,0.0%,FA,7,2020
23,Kyle Juszczyk,4,18,4.5,10,0,1,1,2,18,18.0,0,0,1,10.6,10.6,0.6%,SF,7,2020
24,Ronald Jones II,13,34,2.6,13,0,1,1,2,2,2.0,0,0,1,10.6,10.6,0.0%,FA,7,2020
25,Justin Jackson,5,12,2.4,11,0,0,5,6,43,8.6,0,0,1,10.5,10.5,0.0%,FA,7,2020
26,Joshua Kelley,12,29,2.4,9,0,0,5,5,24,4.8,0,0,1,10.3,10.3,0.0%,FA,7,2020
27,Zack Moss,7,47,6.7,26,1,0,3,3,25,8.3,0,0,1,10.2,10.2,85.3%,CIN,7,2020
28,Darrell Henderson Jr.,15,63,4.2,11,0,0,2,2,13,6.5,0,0,1,9.6,9.6,5.0%,FA,7,2020
29,Duke Johnson Jr.,1,-1,-1.0,0,0,0,5,5,43,8.6,0,0,1,9.2,9.2,0.0%,FA,7,2020
30,Mike Davis,7,12,1.7,7,0,0,5,5,24,4.8,0,0,1,8.6,8.6,1.0%,FA,7,2020
31,JaMycal Hasty,9,57,6.3,20,1,0,1,1,16,16.0,0,0,1,8.3,8.3,0.2%,NE,7,2020
32,Damien Harris,10,58,5.8,12,0,0,1,1,12,12.0,0,0,1,8.0,8.0,9.0%,FA,7,2020
33,Phillip Lindsay,9,79,8.8,20,1,0,0,0,0,0.0,0,0,1,7.9,7.9,0.0%,FA,7,2020
34,Rex Burkhead,4,12,3.0,5,0,0,3,4,35,11.7,0,0,1,7.7,7.7,10.0%,FA,7,2020
35,J.D. McKissic,5,35,7.0,12,0,0,2,2,16,8.0,0,0,1,7.1,7.1,0.0%,FA,7,2020
36,Devin Singletary,8,29,3.6,12,0,0,2,5,18,9.0,0,0,1,6.7,6.7,87.8%,NYG,7,2020
37,Latavius Murray,11,47,4.3,25,1,0,1,1,9,9.0,0,0,1,6.6,6.6,0.0%,FA,7,2020
38,Benny Snell Jr.,2,2,1.0,1,0,1,0,0,0,0.0,0,0,1,6.2,6.2,0.0%,FA,7,2020
39,Josh Jacobs,10,17,1.7,5,0,0,3,4,14,4.7,0,0,1,6.1,6.1,99.4%,GB,7,2020
40,Ezekiel Elliott,12,45,3.8,12,0,0,1,2,6,6.0,0,0,1,6.1,6.1,81.8%,DAL,7,2020
41,Brian Hill,2,3,1.5,2,0,0,3,3,27,9.0,0,0,1,6.0,6.0,0.0%,FA,7,2020
42,Frank Gore,11,60,5.5,13,0,0,0,0,0,0.0,0,0,1,6.0,6.0,12.1%,FA,7,2020
43,Kenyan Drake,14,34,2.4,9,0,0,1,2,7,7.0,0,0,1,5.1,5.1,0.0%,FA,7,2020
44,Chris Carson,5,34,6.8,10,0,0,1,2,7,7.0,0,0,1,5.1,5.1,0.3%,FA,7,2020
45,Adrian Peterson,11,29,2.6,7,0,0,1,1,1,1.0,0,0,1,4.0,4.0,2.4%,FA,7,2020
46,Le'Veon Bell,6,39,6.5,16,0,0,0,0,0,0.0,0,0,1,3.9,3.9,0.2%,FA,7,2020
47,DeeJay Dallas,0,0,0.0,0,0,0,2,3,18,9.0,0,0,1,3.8,3.8,0.1%,ARI,7,2020
48,Peyton Barber,10,34,3.4,11,0,0,0,0,0,0.0,0,0,1,3.4,3.4,1.0%,FA,7,2020
49,Devontae Booker,3,5,1.7,2,0,0,2,2,9,4.5,0,0,1,3.4,3.4,0.0%,FA,7,2020
50,Tony Pollard,8,16,2.0,6,0,0,1,1,6,6.0,0,0,1,3.2,3.2,90.8%,TEN,7,2020
51,Alec Ingold,0,0,0.0,0,0,0,1,1,21,21.0,0,0,1,3.1,3.1,0.1%,MIA,7,2020
52,Corey Clement,2,9,4.5,7,0,0,1,1,12,12.0,0,0,1,3.1,3.1,0.0%,FA,7,2020
53,Royce Freeman,3,12,4.0,6,0,0,1,2,5,5.0,0,0,1,2.7,2.7,0.2%,FA,7,2020
54,Reggie Gilliam,0,0,0.0,0,0,0,1,1,15,15.0,0,0,1,2.5,2.5,0.0%,BUF,7,2020
55,Jalen Richard,7,24,3.4,9,0,0,0,0,0,0.0,0,0,1,2.4,2.4,1.0%,FA,7,2020
56,DeAndre Washington,3,5,1.7,3,0,0,1,1,2,2.0,0,0,1,1.7,1.7,11.0%,FA,7,2020
