Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalvin Cook,22,206,9.4,70,1,2,2,2,46,23.0,0,0,1,39.2,39.2,12.7%,DAL,9,2020
2,Christian McCaffrey,18,69,3.8,13,0,1,10,10,82,8.2,1,0,1,37.1,37.1,100.0%,SF,9,2020
3,J.D. McKissic,3,17,5.7,10,0,0,9,14,65,7.2,0,0,1,17.2,17.2,0.0%,FA,9,2020
4,Kalen Ballage,15,69,4.6,14,0,1,2,3,15,7.5,0,0,1,16.4,16.4,0.0%,FA,9,2020
5,James Robinson,25,99,4.0,12,0,1,0,2,0,0.0,0,0,1,15.9,15.9,0.0%,FA,9,2020
6,Alvin Kamara,9,40,4.4,17,0,1,5,6,9,1.8,0,0,1,15.9,15.9,98.5%,NO,9,2020
7,Jerick McKinnon,12,52,4.3,11,0,1,3,4,16,5.3,0,0,1,15.8,15.8,0.1%,FA,9,2020
8,Rex Burkhead,12,56,4.7,10,0,1,3,3,11,3.7,0,0,1,15.7,15.7,10.0%,FA,9,2020
9,Duke Johnson Jr.,16,41,2.6,8,0,1,4,4,32,8.0,0,1,1,15.3,15.3,0.0%,FA,9,2020
10,Wayne Gallman Jr.,14,68,4.9,12,0,1,1,2,9,9.0,0,0,1,14.7,14.7,0.0%,FA,9,2020
11,Josh Jacobs,14,65,4.6,14,0,1,1,1,3,3.0,0,0,1,13.8,13.8,99.4%,GB,9,2020
12,Ryan Nall,0,0,0.0,0,0,0,4,4,35,8.8,1,0,1,13.5,13.5,0.0%,FA,9,2020
13,Todd Gurley II,19,53,2.8,13,0,1,2,2,2,1.0,0,0,1,13.5,13.5,0.1%,FA,9,2020
14,Aaron Jones,15,58,3.9,11,0,0,5,5,21,4.2,0,0,1,12.9,12.9,96.1%,MIN,9,2020
15,Zack Moss,9,18,2.0,7,0,1,2,2,30,15.0,0,0,1,12.8,12.8,85.3%,CIN,9,2020
