Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
20,Todd Gurley II,14,56,4.0,15,0,1,2,5,1,0.5,0,0,1,13.7,13.7,0.1%,FA,1,2020
21,Chase Edmonds,6,26,4.3,20,1,0,3,5,19,6.3,1,0,1,13.5,13.5,0.3%,TB,1,2020
22,Jerick McKinnon,3,24,8.0,16,0,0,3,5,20,6.7,1,0,1,13.4,13.4,0.1%,FA,1,2020
23,Saquon Barkley,15,6,0.4,7,0,0,6,9,60,10.0,0,0,1,12.6,12.6,100.0%,PHI,1,2020
24,Kareem Hunt,13,72,5.5,22,1,0,4,6,9,2.3,0,0,1,12.1,12.1,0.2%,FA,1,2020
25,Joshua Kelley,12,60,5.0,26,1,1,0,0,0,0.0,0,0,1,12.0,12.0,0.0%,FA,1,2020
26,Alexander Mattison,6,50,8.3,21,1,0,4,4,30,7.5,0,0,1,12.0,12.0,7.9%,LV,1,2020
27,Zack Moss,9,11,1.2,7,0,0,3,4,16,5.3,1,0,1,11.7,11.7,85.3%,CIN,1,2020
28,D'Andre Swift,3,8,2.7,6,0,1,3,5,15,5.0,0,0,1,11.3,11.3,94.7%,CHI,1,2020
29,Benny Snell Jr.,19,113,5.9,30,2,0,0,1,0,0.0,0,0,1,11.3,11.3,0.0%,FA,1,2020
30,Myles Gaskin,9,40,4.4,10,0,0,4,4,26,6.5,0,0,1,10.6,10.6,0.0%,MIN,1,2020
31,Devin Singletary,9,30,3.3,12,0,0,5,7,23,4.6,0,0,1,10.3,10.3,87.8%,NYG,1,2020
32,Ronald Jones II,17,66,3.9,21,1,0,2,3,16,8.0,0,0,1,10.2,10.2,0.0%,FA,1,2020
33,Josh Adams,2,8,4.0,6,0,1,2,2,14,7.0,0,0,1,10.2,10.2,0.0%,FA,1,2020
34,James Robinson,16,62,3.9,12,0,0,1,1,28,28.0,0,0,1,10.0,10.0,0.0%,FA,1,2020
35,Austin Ekeler,19,84,4.4,13,0,0,1,1,3,3.0,0,0,1,9.7,9.7,87.4%,WAS,1,2020
36,Sony Michel,10,37,3.7,7,0,1,0,0,0,0.0,0,0,1,9.7,9.7,0.0%,FA,1,2020
37,Marlon Mack,4,26,6.5,18,0,0,3,3,30,10.0,0,0,1,8.6,8.6,0.0%,FA,1,2020
38,David Montgomery,13,64,4.9,10,0,0,1,3,10,10.0,0,0,1,8.4,8.4,95.7%,DET,1,2020
39,Carlos Hyde,7,23,3.3,9,0,1,0,0,0,0.0,0,0,1,8.3,8.3,0.0%,FA,1,2020
40,James White,5,22,4.4,7,0,0,3,3,30,10.0,0,0,1,8.2,8.2,0.1%,FA,1,2020
41,Jamaal Williams,7,21,3.0,5,0,0,4,4,21,5.3,0,0,1,8.2,8.2,5.0%,NO,1,2020
42,Devontae Booker,4,29,7.3,15,0,0,3,3,23,7.7,0,0,1,8.2,8.2,0.0%,FA,1,2020
43,Boston Scott,9,35,3.9,13,0,0,2,2,19,9.5,0,0,1,7.4,7.4,0.0%,PIT,1,2020
44,Giovani Bernard,1,7,7.0,7,0,0,4,5,21,5.3,0,0,1,6.8,6.8,0.0%,FA,1,2020
45,Jordan Howard,8,7,0.9,4,0,1,0,0,0,0.0,0,0,1,6.7,6.7,0.0%,FA,1,2020
46,Tarik Cohen,7,41,5.9,16,0,0,2,2,6,3.0,0,0,1,6.7,6.7,0.0%,FA,1,2020
47,Le'Veon Bell,6,14,2.3,7,0,0,2,2,32,16.0,0,0,1,6.6,6.6,0.2%,FA,1,2020
48,Antonio Gibson,9,36,4.0,20,1,0,2,2,8,4.0,0,0,1,6.4,6.4,34.1%,NE,1,2020
49,Joe Mixon,19,69,3.6,14,0,0,1,2,2,2.0,0,1,1,6.1,6.1,99.1%,HOU,1,2020
50,Kyle Juszczyk,1,7,7.0,7,0,0,1,2,41,41.0,0,0,1,5.8,5.8,0.6%,SF,1,2020
51,Nick Chubb,10,60,6.0,29,1,0,1,1,6,6.0,0,1,1,5.6,5.6,83.5%,CLE,1,2020
52,Tyler Ervin,3,38,12.7,21,1,0,1,1,6,6.0,0,0,1,5.4,5.4,0.0%,FA,1,2020
53,Cam Akers,14,39,2.8,6,0,0,1,1,4,4.0,0,0,1,5.3,5.3,1.5%,HOU,1,2020
54,Tony Pollard,2,10,5.0,6,0,0,2,3,22,11.0,0,0,1,5.2,5.2,90.8%,TEN,1,2020
55,Darrel Williams,7,23,3.3,7,0,0,2,2,7,3.5,0,0,1,5.0,5.0,0.0%,FA,1,2020
56,Latavius Murray,15,48,3.2,8,0,0,0,1,0,0.0,0,0,1,4.8,4.8,0.0%,FA,1,2020
57,Phillip Lindsay,7,24,3.4,10,0,0,1,1,11,11.0,0,0,1,4.5,4.5,0.0%,FA,1,2020
58,J.J. Taylor,4,28,7.0,11,0,0,1,1,4,4.0,0,0,1,4.2,4.2,0.1%,HOU,1,2020
59,Corey Clement,6,19,3.2,7,0,0,2,2,2,1.0,0,0,1,4.1,4.1,0.0%,FA,1,2020
60,Brian Hill,3,12,4.0,10,0,0,2,2,8,4.0,0,0,1,4.0,4.0,0.0%,FA,1,2020
61,James Conner,6,9,1.5,3,0,0,2,4,8,4.0,0,0,1,3.7,3.7,94.4%,ARI,1,2020
62,Ito Smith,1,4,4.0,4,0,0,3,3,2,0.7,0,0,1,3.6,3.6,0.0%,FA,1,2020
63,Tevin Coleman,4,18,4.5,10,0,0,1,2,6,6.0,0,0,1,3.4,3.4,0.0%,FA,1,2020
64,Rex Burkhead,7,32,4.6,15,0,0,0,0,0,0.0,0,0,1,3.2,3.2,10.0%,FA,1,2020
65,Mark Ingram II,10,29,2.9,8,0,0,0,0,0,0.0,0,0,1,2.9,2.9,0.1%,FA,1,2020
66,Patrick Laird,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,0.0%,FA,1,2020
67,Leonard Fournette,5,5,1.0,6,0,0,1,1,14,14.0,0,0,1,2.9,2.9,2.1%,FA,1,2020
68,Chris Thompson,0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,2.6,2.6,0.0%,FA,1,2020
69,Jalen Richard,0,0,0.0,0,0,0,1,1,15,15.0,0,0,1,2.5,2.5,1.0%,FA,1,2020
70,Wayne Gallman Jr.,0,0,0.0,0,0,0,1,1,14,14.0,0,0,1,2.4,2.4,0.0%,FA,1,2020
71,Frank Gore,6,24,4.0,8,0,0,0,0,0,0.0,0,0,1,2.4,2.4,12.1%,FA,1,2020
72,Travis Homer,3,-1,-0.3,1,0,0,2,2,4,2.0,0,0,1,2.3,2.3,0.0%,CHI,1,2020
73,Royce Freeman,1,0,0.0,0,0,0,1,1,12,12.0,0,0,1,2.2,2.2,0.2%,FA,1,2020
74,Matt Breida,5,22,4.4,7,0,0,0,0,0,0.0,0,0,1,2.2,2.2,0.0%,FA,1,2020
75,Gus Edwards,4,17,4.3,13,0,0,0,0,0,0.0,0,0,1,1.7,1.7,78.0%,LAC,1,2020
76,Khari Blasingame,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,0.0%,CHI,1,2020
77,AJ Dillon,2,14,7.0,8,0,0,0,0,0,0.0,0,0,1,1.4,1.4,1.9%,GB,1,2020
78,Duke Johnson Jr.,5,14,2.8,7,0,0,0,1,0,0.0,0,0,1,1.4,1.4,0.0%,FA,1,2020
79,Kerryon Johnson,7,14,2.0,5,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,1,2020
80,Jaylen Samuels,1,2,2.0,2,0,0,1,1,1,1.0,0,0,1,1.3,1.3,0.0%,FA,1,2020
81,LeSean McCoy,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,2.0%,FA,1,2020
82,J.D. McKissic,3,-2,-0.7,1,0,0,1,5,1,1.0,0,0,1,0.9,0.9,0.0%,FA,1,2020
83,Darrell Henderson Jr.,3,6,2.0,3,0,0,0,0,0,0.0,0,0,1,0.6,0.6,5.0%,FA,1,2020
84,D'Ernest Johnson,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.4%,JAC,1,2020
85,Justin Jackson,2,4,2.0,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,1,2020
86,Anthony Sherman,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,1,2020
87,Alex Armah Jr.,2,1,0.5,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,1,2020
88,Jason Huntley,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,1,2020
89,Dion Lewis,1,1,1.0,1,0,0,0,1,0,0.0,0,0,1,0.1,0.1,2.0%,FA,1,2020
90,Xavier Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
91,Scottie Phillips,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
92,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,1,2020
93,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,41.2%,DAL,1,2020
94,John Lovett,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
95,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,GB,1,2020
96,Chandler Cox,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
97,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
98,Gabe Nabers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,1,2020
99,Nathan Cottrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
100,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,WAS,1,2020
101,Bruce Miller,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
102,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
103,Cordarrelle Patterson,4,19,4.8,13,0,0,1,1,12,12.0,0,0,1,0.0,0.0,1.7%,PIT,1,2020
104,Darwin Thompson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
105,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
106,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
107,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,MIN,1,2020
108,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.1%,KC,1,2020
109,Jeremy McNichols,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.1%,WAS,1,2020
110,Elijhaa Penny,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
111,Jeff Wilson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,MIA,1,2020
112,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,MIA,1,2020
113,Ty Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.9%,BUF,1,2020
114,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
115,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
116,Jordan Wilkins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
117,Jason Cabinda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
118,Mike Boone,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CAR,1,2020
119,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
120,Senorise Perry,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
121,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
122,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.4%,LV,1,2020
123,Derek Watt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
124,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
125,D.J. Foster,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2020
126,Mike Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,1,2020
127,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DEN,1,2020
128,Patrick Ricard,1,-1,-1.0,0,0,0,1,1,9,9.0,0,1,1,-0.2,-0.2,0.1%,BAL,1,2020
129,Ty Montgomery II,1,-4,-4.0,0,0,0,0,0,0,0.0,0,0,1,-0.4,-0.4,0.0%,FA,1,2020
