Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joe Mixon,25,151,6.0,34,3,2,6,6,30,5.0,1,0,1,42.1,42.1,99.1%,HOU,4,2020
2,Dalvin Cook,27,130,4.8,15,0,2,2,2,16,8.0,0,0,1,28.6,28.6,12.7%,DAL,4,2020
3,Melvin Gordon III,23,107,4.7,43,1,2,2,3,11,5.5,0,0,1,25.8,25.8,0.0%,FA,4,2020
4,Chris Carson,16,80,5.0,18,0,2,3,4,20,6.7,0,0,1,25.0,25.0,0.3%,FA,4,2020
5,Antonio Gibson,13,46,3.5,10,0,1,4,5,82,20.5,0,0,1,22.8,22.8,34.1%,NE,4,2020
6,Jerick McKinnon,14,54,3.9,15,0,1,7,8,43,6.1,0,0,1,22.7,22.7,0.1%,FA,4,2020
7,Aaron Jones,15,71,4.7,23,1,0,5,5,40,8.0,1,0,1,22.1,22.1,96.1%,MIN,4,2020
8,Mike Davis,16,84,5.3,21,1,1,5,6,27,5.4,0,0,1,22.1,22.1,1.0%,FA,4,2020
9,Latavius Murray,14,64,4.6,11,0,2,1,2,19,19.0,0,0,1,21.3,21.3,0.0%,FA,4,2020
10,Alvin Kamara,19,83,4.4,12,0,1,3,4,36,12.0,0,0,1,20.9,20.9,98.5%,NO,4,2020
11,Ezekiel Elliott,12,54,4.5,24,1,0,8,8,71,8.9,0,1,1,20.5,20.5,81.8%,DAL,4,2020
12,Todd Gurley II,16,57,3.6,13,0,2,1,1,6,6.0,0,0,1,19.3,19.3,0.1%,FA,4,2020
13,Kareem Hunt,11,71,6.5,14,0,2,0,0,0,0.0,0,0,1,19.1,19.1,0.2%,FA,4,2020
14,Ronald Jones II,20,111,5.6,23,1,0,6,9,17,2.8,0,0,1,18.8,18.8,0.0%,FA,4,2020
15,Devin Singletary,18,56,3.1,11,0,1,5,6,21,4.2,0,0,1,18.7,18.7,87.8%,NYG,4,2020
16,Jamaal Williams,8,10,1.3,5,0,0,8,8,95,11.9,0,0,1,18.5,18.5,5.0%,NO,4,2020
17,D'Andre Swift,4,22,5.5,7,0,0,4,4,30,7.5,1,0,1,15.2,15.2,94.7%,CHI,4,2020
18,Reggie Bonnafon,10,53,5.3,22,1,0,2,2,18,9.0,1,0,1,15.1,15.1,0.0%,FA,4,2020
19,Chase Edmonds,4,16,4.0,9,0,0,5,6,24,4.8,1,0,1,15.0,15.0,0.3%,TB,4,2020
20,James Robinson,17,75,4.4,14,0,0,4,4,32,8.0,0,0,1,14.7,14.7,0.0%,FA,4,2020
21,James White,3,21,7.0,10,0,0,7,8,38,5.4,0,0,1,12.9,12.9,0.1%,FA,4,2020
22,Clyde Edwards-Helaire,16,64,4.0,13,0,0,3,3,27,9.0,0,0,1,12.1,12.1,7.3%,KC,4,2020
23,David Johnson,16,63,3.9,15,0,0,2,3,29,14.5,0,0,1,11.2,11.2,0.0%,FA,4,2020
24,Devonta Freeman,11,33,3.0,10,0,0,4,4,35,8.8,0,0,1,10.8,10.8,0.0%,FA,4,2020
25,David Montgomery,10,27,2.7,6,0,0,3,6,30,10.0,0,0,1,10.7,10.7,95.7%,DET,4,2020
