Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jonathan Taylor,30,253,8.4,56,4,2,1,2,1,1.0,0,0,1,38.4,38.4,99.9%,IND,18,2020
2,Derrick Henry,34,250,7.4,52,3,2,0,0,0,0.0,0,1,1,35.0,35.0,99.9%,BAL,18,2020
3,Darwin Thompson,14,45,3.2,10,0,1,7,7,65,9.3,1,0,1,30.0,30.0,0.0%,FA,18,2020
4,Alexander Mattison,21,95,4.5,20,1,1,3,3,50,16.7,1,0,1,29.5,29.5,7.9%,LV,18,2020
5,David Montgomery,22,69,3.1,8,0,1,9,9,63,7.0,0,0,1,28.2,28.2,95.7%,DET,18,2020
6,J.K. Dobbins,13,160,12.3,72,3,2,0,0,0,0.0,0,0,1,28.0,28.0,61.0%,LAC,18,2020
7,Jeff Wilson Jr.,20,76,3.8,18,0,1,3,7,12,4.0,1,0,1,23.8,23.8,0.1%,MIA,18,2020
8,Sony Michel,16,76,4.8,13,0,0,3,3,60,20.0,1,0,1,22.6,22.6,0.0%,FA,18,2020
9,Antonio Williams,12,63,5.3,18,0,2,1,1,20,20.0,0,0,1,21.3,21.3,0.0%,FA,18,2020
10,David Johnson,14,84,6.0,26,1,1,3,5,36,12.0,0,0,1,21.0,21.0,0.0%,FA,18,2020
11,Melvin Gordon III,26,93,3.6,15,0,1,4,6,17,4.3,0,0,1,21.0,21.0,0.0%,FA,18,2020
12,Josh Jacobs,15,89,5.9,28,1,2,0,1,0,0.0,0,0,1,20.9,20.9,99.4%,GB,18,2020
13,Aaron Jones,11,42,3.8,10,0,1,4,5,43,10.8,0,0,1,18.5,18.5,96.1%,MIN,18,2020
14,Myles Gaskin,7,20,2.9,7,0,1,4,5,57,14.3,0,0,1,17.7,17.7,0.0%,MIN,18,2020
15,Austin Ekeler,7,18,2.6,6,0,0,6,7,33,5.5,1,0,1,17.1,17.1,87.4%,WAS,18,2020
16,Nick Chubb,14,108,7.7,47,1,1,0,1,0,0.0,0,0,1,16.8,16.8,83.5%,CLE,18,2020
17,Brian Hill,9,94,10.4,62,1,0,3,3,42,14.0,0,0,1,16.6,16.6,0.0%,FA,18,2020
18,D'Andre Swift,12,54,4.5,13,0,1,3,3,16,5.3,0,0,1,16.0,16.0,94.7%,CHI,18,2020
19,Ezekiel Elliott,14,42,3.0,13,0,1,3,4,19,6.3,0,0,1,15.1,15.1,81.8%,DAL,18,2020
20,Josh Adams,11,47,4.3,10,0,1,2,4,12,6.0,0,0,1,13.9,13.9,0.0%,FA,18,2020
21,Ronald Jones II,12,78,6.5,16,0,1,0,0,0,0.0,0,0,1,13.8,13.8,0.0%,FA,18,2020
22,Salvon Ahmed,6,29,4.8,16,0,1,3,3,19,6.3,0,0,1,13.8,13.8,0.0%,FA,18,2020
23,Justin Jackson,9,72,8.0,34,1,0,1,2,32,32.0,0,0,1,13.4,13.4,0.0%,FA,18,2020
24,James White,0,0,0.0,0,0,0,4,7,31,7.8,1,0,1,13.1,13.1,0.1%,FA,18,2020
25,Nyheim Hines,2,17,8.5,20,1,0,6,7,50,8.3,0,0,1,12.7,12.7,0.3%,CLE,18,2020
26,Adrian Peterson,7,63,9.0,38,1,1,0,0,0,0.0,0,0,1,12.3,12.3,2.4%,FA,18,2020
27,Ty Montgomery II,18,105,5.8,36,1,0,1,2,2,2.0,0,0,1,11.7,11.7,0.0%,FA,18,2020
28,Rodney Smith,10,40,4.0,8,0,1,1,1,4,4.0,0,0,1,11.4,11.4,0.0%,FA,18,2020
29,James Conner,9,37,4.1,9,0,0,5,8,25,5.0,0,0,1,11.2,11.2,94.4%,ARI,18,2020
30,Dare Ogunbowale,14,50,3.6,11,0,0,4,7,22,5.5,0,0,1,11.2,11.2,0.2%,HOU,18,2020
31,Cam Akers,21,34,1.6,10,0,0,4,4,52,13.0,0,1,1,10.6,10.6,1.5%,HOU,18,2020
32,Chris Carson,11,44,4.0,9,0,0,2,2,39,19.5,0,0,1,10.3,10.3,0.3%,FA,18,2020
33,Boston Scott,15,65,4.3,20,1,0,2,5,14,7.0,0,0,1,9.9,9.9,0.0%,PIT,18,2020
34,Ameer Abdullah,0,0,0.0,0,0,0,3,3,7,2.3,1,0,1,9.7,9.7,0.4%,LV,18,2020
35,Kalen Ballage,13,36,2.8,9,0,1,0,0,0,0.0,0,0,1,9.6,9.6,0.0%,FA,18,2020
36,Antonio Gibson,19,75,3.9,13,0,0,1,1,6,6.0,0,0,1,9.1,9.1,34.1%,NE,18,2020
37,Alex Collins,5,29,5.8,8,0,1,0,0,0,0.0,0,0,1,8.9,8.9,19.0%,FA,18,2020
38,Ty Johnson,11,45,4.1,9,0,0,2,2,23,11.5,0,0,1,8.8,8.8,0.9%,BUF,18,2020
39,Trayveon Williams,4,74,18.5,55,1,0,1,1,3,3.0,0,0,1,8.7,8.7,0.3%,CIN,18,2020
40,Jonathan Ward,0,0,0.0,0,0,0,1,1,11,11.0,1,0,1,8.1,8.1,0.0%,PIT,18,2020
41,Kenyan Drake,10,36,3.6,12,0,0,3,3,15,5.0,0,0,1,8.1,8.1,0.0%,FA,18,2020
42,Gus Edwards,12,60,5.0,11,0,0,1,1,10,10.0,0,0,1,8.0,8.0,78.0%,LAC,18,2020
43,Theo Riddick,0,0,0.0,0,0,0,4,5,40,10.0,0,0,1,8.0,8.0,0.0%,FA,18,2020
44,J.D. McKissic,2,0,0.0,3,0,0,5,8,30,6.0,0,0,1,8.0,8.0,0.0%,FA,18,2020
45,Wayne Gallman Jr.,11,65,5.9,14,0,0,0,0,0,0.0,0,0,1,6.5,6.5,0.0%,FA,18,2020
46,C.J. Ham,0,0,0.0,0,0,0,2,3,44,22.0,0,0,1,6.4,6.4,0.1%,MIN,18,2020
47,Tony Pollard,5,15,3.0,6,0,0,3,5,19,6.3,0,0,1,6.4,6.4,90.8%,TEN,18,2020
48,Kareem Hunt,10,37,3.7,12,0,0,1,1,4,4.0,0,0,1,5.1,5.1,0.2%,FA,18,2020
49,Samaje Perine,9,51,5.7,15,0,0,0,0,0,0.0,0,0,1,5.1,5.1,2.1%,KC,18,2020
50,Leonard Fournette,5,13,2.6,6,0,0,2,2,14,7.0,0,0,1,4.7,4.7,2.1%,FA,18,2020
51,Todd Gurley II,9,18,2.0,5,0,0,1,2,17,17.0,0,0,1,4.5,4.5,0.1%,FA,18,2020
52,Chase Edmonds,3,-3,-1.0,3,0,0,2,2,28,14.0,0,0,1,4.5,4.5,0.3%,TB,18,2020
