Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Derrick Henry,27,178,6.6,31,1,3,2,4,7,3.5,0,0,1,38.5,38.5,99.9%,BAL,12,2020
2,Antonio Gibson,20,115,5.8,37,2,3,5,7,21,4.2,0,0,1,36.6,36.6,34.1%,NE,12,2020
3,James Robinson,22,128,5.8,27,1,1,5,6,31,6.2,0,0,1,26.9,26.9,0.0%,FA,12,2020
4,Nick Chubb,19,144,7.6,29,2,1,3,3,32,10.7,0,0,1,26.6,26.6,83.5%,CLE,12,2020
5,Latavius Murray,19,124,6.5,36,1,2,1,1,2,2.0,0,0,1,25.6,25.6,0.0%,FA,12,2020
6,David Montgomery,11,103,9.4,57,1,0,5,6,40,8.0,1,0,1,25.3,25.3,95.7%,DET,12,2020
7,Kenyan Drake,22,78,3.5,14,0,2,3,4,15,5.0,0,0,1,24.3,24.3,0.0%,FA,12,2020
8,Austin Ekeler,14,44,3.1,15,0,0,11,16,85,7.7,0,0,1,23.9,23.9,87.4%,WAS,12,2020
9,Wayne Gallman Jr.,24,94,3.9,18,0,1,3,5,-3,-1.0,0,0,1,18.1,18.1,0.0%,FA,12,2020
10,Adrian Peterson,15,55,3.7,19,0,2,0,0,0,0.0,0,0,1,17.5,17.5,2.4%,FA,12,2020
11,Ito Smith,12,65,5.4,24,1,1,4,5,10,2.5,0,0,1,17.5,17.5,0.0%,FA,12,2020
12,Nyheim Hines,10,29,2.9,10,0,0,8,10,66,8.3,0,0,1,17.5,17.5,0.3%,CLE,12,2020
13,Ronald Jones II,9,66,7.3,34,1,0,1,2,37,37.0,1,0,1,17.3,17.3,0.0%,FA,12,2020
14,Duke Johnson Jr.,9,37,4.1,8,0,0,3,4,43,14.3,1,0,1,17.0,17.0,0.0%,FA,12,2020
15,James White,5,18,3.6,7,0,2,1,1,-1,-1.0,0,0,1,14.7,14.7,0.1%,FA,12,2020
16,Cam Akers,9,84,9.3,61,1,1,0,0,0,0.0,0,0,1,14.4,14.4,1.5%,HOU,12,2020
17,Chris Carson,8,41,5.1,16,0,1,2,2,18,9.0,0,0,1,13.9,13.9,0.3%,FA,12,2020
18,Jamaal Williams,17,73,4.3,17,0,1,0,0,0,0.0,0,0,1,13.3,13.3,5.0%,NO,12,2020
19,Benny Snell Jr.,16,60,3.8,13,0,0,3,4,33,11.0,0,0,1,12.3,12.3,0.0%,FA,12,2020
20,Kerryon Johnson,11,46,4.2,8,0,0,4,4,52,13.0,0,1,1,11.8,11.8,0.0%,FA,12,2020
21,Frank Gore,18,74,4.1,17,0,0,3,3,12,4.0,0,0,1,11.6,11.6,12.1%,FA,12,2020
22,Devin Singletary,11,82,7.5,24,2,0,3,3,20,6.7,0,1,1,11.2,11.2,87.8%,NYG,12,2020
23,Mike Davis,15,55,3.7,10,0,0,3,6,24,8.0,0,0,1,10.9,10.9,1.0%,FA,12,2020
24,Raheem Mostert,16,43,2.7,10,0,1,2,2,0,0.0,0,1,1,10.3,10.3,92.7%,MIA,12,2020
25,Dalvin Cook,18,61,3.4,14,0,0,4,4,21,5.3,0,1,1,10.2,10.2,12.7%,DAL,12,2020
