Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,22,155,7.0,40,1,6,3,5,17,5.7,0,0,1,56.2,56.2,98.5%,NO,16,2020
2,Myles Gaskin,14,87,6.2,24,1,0,5,5,82,16.4,2,0,1,33.9,33.9,0.0%,MIN,16,2020
3,Samaje Perine,13,95,7.3,46,1,2,4,4,41,10.3,0,0,1,29.6,29.6,2.1%,KC,16,2020
4,David Johnson,12,128,10.7,48,2,1,3,3,11,3.7,1,0,1,28.9,28.9,0.0%,FA,16,2020
5,Jeff Wilson Jr.,22,183,8.3,34,3,0,1,2,21,21.0,1,0,1,27.4,27.4,0.1%,MIA,16,2020
6,AJ Dillon,21,124,5.9,30,1,2,1,1,5,5.0,0,0,1,25.9,25.9,1.9%,GB,16,2020
7,J.D. McKissic,4,15,3.8,9,0,0,8,10,77,9.6,1,0,1,23.2,23.2,0.0%,FA,16,2020
8,Giovani Bernard,16,65,4.1,11,0,0,7,8,66,9.4,0,0,1,20.1,20.1,0.0%,FA,16,2020
9,David Montgomery,23,95,4.1,26,1,1,2,2,26,13.0,0,0,1,20.1,20.1,95.7%,DET,16,2020
10,Jonathan Taylor,18,74,4.1,18,0,2,0,1,0,0.0,0,0,1,19.4,19.4,99.9%,IND,16,2020
11,Miles Sanders,15,57,3.8,7,0,1,4,6,27,6.8,0,0,1,18.4,18.4,8.5%,CAR,16,2020
12,Ezekiel Elliott,19,105,5.5,31,1,0,4,4,34,8.5,0,0,1,17.9,17.9,81.8%,DAL,16,2020
13,James Conner,5,21,4.2,12,0,1,5,5,45,9.0,0,0,1,17.6,17.6,94.4%,ARI,16,2020
14,Nick Chubb,11,28,2.5,16,0,1,5,5,38,7.6,0,0,1,17.6,17.6,83.5%,CLE,16,2020
15,Dalvin Cook,15,73,4.9,15,0,1,2,2,12,6.0,0,0,1,16.5,16.5,12.7%,DAL,16,2020
16,Austin Ekeler,10,45,4.5,23,1,0,3,3,23,7.7,1,0,1,15.8,15.8,87.4%,WAS,16,2020
17,Leonard Fournette,9,34,3.8,8,0,1,3,3,32,10.7,0,0,1,15.6,15.6,2.1%,FA,16,2020
18,Kyle Juszczyk,1,3,3.0,3,0,0,2,3,10,5.0,2,0,1,15.3,15.3,0.6%,SF,16,2020
19,Kareem Hunt,4,11,2.8,6,0,1,3,5,41,13.7,0,0,1,14.2,14.2,0.2%,FA,16,2020
20,Gus Edwards,15,85,5.7,32,1,0,2,2,37,18.5,0,0,1,14.2,14.2,78.0%,LAC,16,2020
21,J.K. Dobbins,11,77,7.0,25,1,1,0,1,0,0.0,0,0,1,13.7,13.7,61.0%,LAC,16,2020
22,Kenyan Drake,18,45,2.5,10,0,1,2,2,5,2.5,0,0,1,13.0,13.0,0.0%,FA,16,2020
23,Aaron Jones,10,94,9.4,59,1,0,2,3,14,7.0,0,0,1,12.8,12.8,96.1%,MIN,16,2020
24,Zack Moss,12,57,4.8,12,0,1,1,1,0,0.0,0,0,1,12.7,12.7,85.3%,CIN,16,2020
25,Latavius Murray,12,72,6.0,21,1,0,3,3,24,8.0,0,0,1,12.6,12.6,0.0%,FA,16,2020
26,Darrel Williams,10,46,4.6,11,0,0,4,6,27,6.8,0,0,1,11.3,11.3,0.0%,FA,16,2020
27,Chris Carson,16,69,4.3,15,0,0,3,3,10,3.3,0,0,1,10.9,10.9,0.3%,FA,16,2020
28,Dare Ogunbowale,14,71,5.1,25,1,0,3,5,7,2.3,0,0,1,10.8,10.8,0.2%,HOU,16,2020
29,Nyheim Hines,8,44,5.5,11,0,0,4,4,20,5.0,0,0,1,10.4,10.4,0.3%,CLE,16,2020
30,Antonio Gibson,10,61,6.1,22,1,0,3,4,8,2.7,0,0,1,9.9,9.9,34.1%,NE,16,2020
31,Derrick Henry,23,98,4.3,10,0,0,0,0,0,0.0,0,0,1,9.8,9.8,99.9%,BAL,16,2020
32,Brian Hill,7,36,5.1,17,0,0,3,3,25,8.3,0,0,1,9.1,9.1,0.0%,FA,16,2020
33,D'Andre Swift,10,45,4.5,14,0,0,4,5,25,6.3,0,1,1,9.0,9.0,94.7%,CHI,16,2020
34,Mike Davis,14,28,2.0,7,0,1,0,0,0,0.0,0,0,1,8.8,8.8,1.0%,FA,16,2020
35,Artavis Pierce,2,26,13.0,23,1,1,0,0,0,0.0,0,0,1,8.6,8.6,0.0%,FA,16,2020
36,Todd Gurley II,4,16,4.0,6,0,0,3,3,34,11.3,0,0,1,8.0,8.0,0.1%,FA,16,2020
37,Ke'Shawn Vaughn,15,62,4.1,14,0,0,1,2,7,7.0,0,0,1,7.9,7.9,0.0%,SF,16,2020
38,Melvin Gordon III,16,79,4.9,17,0,0,0,0,0,0.0,0,0,1,7.9,7.9,0.0%,FA,16,2020
39,Wayne Gallman Jr.,6,27,4.5,9,0,0,2,2,26,13.0,0,0,1,7.3,7.3,0.0%,FA,16,2020
40,Devin Singletary,10,36,3.6,11,0,0,2,2,16,8.0,0,0,1,7.2,7.2,87.8%,NYG,16,2020
41,Josh Jacobs,13,69,5.3,15,0,0,0,2,0,0.0,0,0,1,6.9,6.9,99.4%,GB,16,2020
42,Sony Michel,10,69,6.9,29,2,0,0,0,0,0.0,0,0,1,6.9,6.9,0.0%,FA,16,2020
43,James White,4,14,3.5,8,0,0,3,3,23,7.7,0,0,1,6.7,6.7,0.1%,FA,16,2020
44,Mike Boone,1,4,4.0,4,0,1,0,0,0,0.0,0,0,1,6.4,6.4,0.0%,CAR,16,2020
45,Frank Gore,14,48,3.4,7,0,0,1,1,5,5.0,0,0,1,6.3,6.3,12.1%,FA,16,2020
46,Jerick McKinnon,1,4,4.0,4,0,0,3,4,28,9.3,0,0,1,6.2,6.2,0.1%,FA,16,2020
47,Darrell Henderson Jr.,12,62,5.2,23,1,0,0,0,0,0.0,0,0,1,6.2,6.2,5.0%,FA,16,2020
48,Ito Smith,10,46,4.6,14,0,0,1,1,5,5.0,0,0,1,6.1,6.1,0.0%,FA,16,2020
49,Rodney Smith,7,23,3.3,7,0,0,2,2,15,7.5,0,0,1,5.8,5.8,0.0%,FA,16,2020
50,La'Mical Perine,9,30,3.3,9,0,0,1,2,14,14.0,0,0,1,5.4,5.4,0.0%,GB,16,2020
51,Le'Veon Bell,7,30,4.3,11,0,0,1,3,9,9.0,0,0,1,4.9,4.9,0.2%,FA,16,2020
52,Kalen Ballage,4,14,3.5,5,0,0,2,3,12,6.0,0,0,1,4.6,4.6,0.0%,FA,16,2020
53,Malcolm Brown,7,27,3.9,12,0,0,1,3,8,8.0,0,0,1,4.5,4.5,0.0%,FA,16,2020
54,Royce Freeman,2,16,8.0,10,0,0,2,2,7,3.5,0,0,1,4.3,4.3,0.2%,FA,16,2020
55,Devontae Booker,6,11,1.8,3,0,0,2,2,8,4.0,0,0,1,3.9,3.9,0.0%,FA,16,2020
56,J.J. Taylor,6,38,6.3,28,1,0,0,0,0,0.0,0,0,1,3.8,3.8,0.1%,HOU,16,2020
57,Kerryon Johnson,0,0,0.0,0,0,0,2,2,17,8.5,0,0,1,3.7,3.7,0.0%,FA,16,2020
58,Carlos Hyde,2,8,4.0,6,0,0,1,1,18,18.0,0,0,1,3.6,3.6,0.0%,FA,16,2020
59,Keith Smith,0,0,0.0,0,0,0,2,2,14,7.0,0,0,1,3.4,3.4,0.0%,FA,16,2020
60,Jalen Richard,2,19,9.5,18,0,0,1,1,4,4.0,0,0,1,3.3,3.3,1.0%,FA,16,2020
61,Tony Pollard,9,12,1.3,7,0,0,1,2,8,8.0,0,0,1,3.0,3.0,90.8%,TEN,16,2020
62,Chase Edmonds,0,0,0.0,0,0,0,2,3,8,4.0,0,0,1,2.8,2.8,0.3%,TB,16,2020
63,LeVante Bellamy,3,11,3.7,8,0,0,1,1,5,5.0,0,0,1,2.6,2.6,0.0%,FA,16,2020
64,Michael Burton,2,10,5.0,7,0,0,1,1,4,4.0,0,0,1,2.4,2.4,0.0%,DEN,16,2020
65,Alfred Morris,3,4,1.3,2,0,0,1,1,9,9.0,0,0,1,2.3,2.3,0.0%,FA,16,2020
66,Craig Reynolds,1,4,4.0,4,0,0,1,1,3,3.0,0,0,1,1.7,1.7,0.3%,DET,16,2020
67,Boston Scott,2,17,8.5,12,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.0%,PIT,16,2020
68,Jeremy McNichols,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.1%,WAS,16,2020
69,Dion Lewis,1,15,15.0,15,0,0,0,0,0,0.0,0,0,1,1.5,1.5,2.0%,FA,16,2020
70,LeSean McCoy,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,2.0%,FA,16,2020
71,Devine Ozigbo,1,1,1.0,1,0,0,1,1,3,3.0,0,0,1,1.4,1.4,0.0%,FA,16,2020
72,Ty Johnson,2,13,6.5,7,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.9%,BUF,16,2020
73,Tevin Coleman,2,3,1.5,3,0,0,1,1,0,0.0,0,0,1,1.3,1.3,0.0%,FA,16,2020
74,Salvon Ahmed,6,2,0.3,5,0,0,1,1,1,1.0,0,0,1,1.3,1.3,0.0%,FA,16,2020
75,Ameer Abdullah,1,13,13.0,13,0,0,0,1,0,0.0,0,0,1,1.3,1.3,0.4%,LV,16,2020
76,Adrian Peterson,4,10,2.5,9,0,0,0,0,0,0.0,0,0,1,1.0,1.0,2.4%,FA,16,2020
77,Peyton Barber,1,10,10.0,10,0,0,0,0,0,0.0,0,0,1,1.0,1.0,1.0%,FA,16,2020
78,Rashaad Penny,3,9,3.0,6,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%,FA,16,2020
79,Jordan Howard,3,8,2.7,5,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,16,2020
80,Trayveon Williams,2,6,3.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.3%,CIN,16,2020
81,Justin Jackson,2,4,2.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,16,2020
82,Alex Armah Jr.,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,16,2020
83,Darrynton Evans,1,3,3.0,3,0,0,0,2,0,0.0,0,0,1,0.3,0.3,0.0%,BUF,16,2020
84,Xavier Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
85,Scottie Phillips,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
86,Sewo Olonilua,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
87,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,41.2%,DAL,16,2020
88,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CHI,16,2020
89,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,GB,16,2020
90,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
91,D'Ernest Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.4%,JAC,16,2020
92,Jake Bargas,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
93,Gabe Nabers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,16,2020
94,Nathan Cottrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
95,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,PIT,16,2020
96,Darwin Thompson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
97,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,WAS,16,2020
98,Bruce Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
99,Anthony Sherman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2020
