Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalvin Cook,30,163,5.4,37,2,3,2,3,63,31.5,1,0,1,48.6,48.6,12.7%,DAL,8,2020
2,Alvin Kamara,12,67,5.6,20,2,0,9,13,96,10.7,0,0,1,25.3,25.3,98.5%,NO,8,2020
3,DeeJay Dallas,18,41,2.3,9,0,1,5,5,17,3.4,1,0,1,22.8,22.8,0.1%,ARI,8,2020
4,Giovani Bernard,15,62,4.1,12,0,1,3,4,16,5.3,1,0,1,22.8,22.8,0.0%,FA,8,2020
5,Nyheim Hines,5,8,1.6,6,0,0,3,5,54,18.0,2,0,1,21.2,21.2,0.3%,CLE,8,2020
6,Jordan Wilkins,20,89,4.5,16,0,1,1,1,24,24.0,0,0,1,20.3,20.3,0.0%,FA,8,2020
7,Zack Moss,14,81,5.8,21,1,2,0,1,0,0.0,0,0,1,20.1,20.1,85.3%,CIN,8,2020
8,Jamaal Williams,16,75,4.7,10,0,0,6,6,27,4.5,0,0,1,18.2,18.2,5.0%,NO,8,2020
9,Derrick Henry,18,112,6.2,21,1,1,0,1,0,0.0,0,0,1,17.2,17.2,99.9%,BAL,8,2020
10,Justin Jackson,17,89,5.2,22,1,0,3,5,53,17.7,0,0,1,17.2,17.2,0.0%,FA,8,2020
11,Damien Harris,16,102,6.4,22,1,1,0,0,0,0.0,0,0,1,16.2,16.2,9.0%,FA,8,2020
12,Phillip Lindsay,6,83,13.8,55,2,1,1,3,3,3.0,0,0,1,15.6,15.6,0.0%,FA,8,2020
13,James Conner,15,47,3.1,18,0,1,3,3,13,4.3,0,0,1,15.0,15.0,94.4%,ARI,8,2020
14,Gus Edwards,16,87,5.4,25,2,1,0,1,0,0.0,0,0,1,14.7,14.7,78.0%,LAC,8,2020
15,Troymaine Pope,10,67,6.7,26,1,0,5,7,28,5.6,0,0,1,14.5,14.5,0.0%,FA,8,2020
16,Jerick McKinnon,3,-1,-0.3,1,0,1,4,4,40,10.0,0,0,1,13.9,13.9,0.1%,FA,8,2020
17,Myles Gaskin,18,47,2.6,6,0,1,3,6,16,5.3,0,1,1,13.3,13.3,0.0%,MIN,8,2020
18,Wayne Gallman Jr.,12,44,3.7,17,0,1,1,1,18,18.0,0,0,1,13.2,13.2,0.0%,FA,8,2020
19,J.K. Dobbins,15,113,7.5,28,1,0,1,2,8,8.0,0,0,1,13.1,13.1,61.0%,LAC,8,2020
20,Josh Jacobs,31,129,4.2,16,0,0,0,1,0,0.0,0,0,1,12.9,12.9,99.4%,GB,8,2020
21,David Montgomery,21,89,4.2,38,1,0,2,5,16,8.0,0,0,1,12.5,12.5,95.7%,DET,8,2020
22,Melvin Gordon III,8,26,3.3,10,0,0,6,7,21,3.5,0,0,1,10.7,10.7,0.0%,FA,8,2020
23,Todd Gurley II,18,46,2.6,11,0,1,0,0,0,0.0,0,0,1,10.6,10.6,0.1%,FA,8,2020
24,Samaje Perine,10,32,3.2,16,0,1,1,1,2,2.0,0,0,1,10.4,10.4,2.1%,KC,8,2020
25,Devin Singletary,14,86,6.1,18,0,0,1,1,6,6.0,0,0,1,10.2,10.2,87.8%,NYG,8,2020
26,Leonard Fournette,15,52,3.5,13,0,0,3,6,19,6.3,0,0,1,10.1,10.1,2.1%,FA,8,2020
27,JaMycal Hasty,12,29,2.4,5,0,1,1,1,2,2.0,0,0,1,10.1,10.1,0.2%,NE,8,2020
28,Boston Scott,15,70,4.7,19,0,0,2,2,9,4.5,0,0,1,9.9,9.9,0.0%,PIT,8,2020
29,Kerryon Johnson,0,0,0.0,0,0,0,2,2,15,7.5,1,0,1,9.5,9.5,0.0%,FA,8,2020
30,Kareem Hunt,14,66,4.7,18,0,0,2,3,7,3.5,0,0,1,9.3,9.3,0.2%,FA,8,2020
31,Dion Lewis,0,0,0.0,0,0,0,2,3,8,4.0,1,0,1,8.8,8.8,2.0%,FA,8,2020
32,Mike Davis,13,66,5.1,17,0,0,1,2,11,11.0,0,0,1,8.7,8.7,1.0%,FA,8,2020
33,Brian Hill,11,55,5.0,14,0,0,2,3,9,4.5,0,0,1,8.4,8.4,0.0%,FA,8,2020
