Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mike Davis,16,89,5.6,15,0,0,9,10,60,6.7,1,0,1,29.9,29.9,1.0%,FA,5,2020
2,Todd Gurley II,14,121,8.6,35,2,1,4,5,29,7.3,0,0,1,25.0,25.0,0.1%,FA,5,2020
3,Miles Sanders,11,80,7.3,74,1,2,2,4,19,9.5,0,0,1,23.9,23.9,8.5%,CAR,5,2020
4,Ezekiel Elliott,19,91,4.8,12,0,2,1,2,14,14.0,0,0,1,23.5,23.5,81.8%,DAL,5,2020
5,Josh Jacobs,23,77,3.3,7,0,2,2,3,8,4.0,0,0,1,22.5,22.5,99.4%,GB,5,2020
6,Darrell Henderson Jr.,15,38,2.5,7,0,1,3,4,30,10.0,1,0,1,21.8,21.8,5.0%,FA,5,2020
7,Chase Edmonds,3,36,12.0,29,1,1,5,6,56,11.2,0,0,1,20.2,20.2,0.3%,TB,5,2020
8,Myles Gaskin,16,57,3.6,21,1,1,5,5,34,6.8,0,0,1,20.1,20.1,0.0%,MIN,5,2020
9,Chris Carson,8,52,6.5,29,1,1,6,7,27,4.5,0,0,1,19.9,19.9,0.3%,FA,5,2020
10,Dalvin Cook,17,65,3.8,10,0,1,5,5,24,4.8,0,0,1,19.9,19.9,12.7%,DAL,5,2020
11,Alvin Kamara,11,45,4.1,10,0,0,8,10,74,9.3,0,0,1,19.9,19.9,98.5%,NO,5,2020
12,Derrick Henry,19,57,3.0,12,0,2,1,2,6,6.0,0,0,1,19.3,19.3,99.9%,BAL,5,2020
13,David Montgomery,10,29,2.9,7,0,1,7,8,30,4.3,0,0,1,18.9,18.9,95.7%,DET,5,2020
14,Kareem Hunt,20,72,3.6,10,0,0,3,4,21,7.0,1,0,1,18.3,18.3,0.2%,FA,5,2020
15,Devonta Freeman,17,60,3.5,9,0,1,2,3,27,13.5,0,0,1,16.7,16.7,0.0%,FA,5,2020
16,Alexander Mattison,20,112,5.6,25,2,0,3,3,24,8.0,0,0,1,16.6,16.6,7.9%,LV,5,2020
17,Ronald Jones II,17,106,6.2,37,1,0,3,5,19,6.3,0,0,1,15.5,15.5,0.0%,FA,5,2020
18,Jonathan Taylor,12,57,4.8,10,0,1,2,3,17,8.5,0,0,1,15.4,15.4,99.9%,IND,5,2020
19,Joe Mixon,24,59,2.5,7,0,0,6,8,35,5.8,0,0,1,15.4,15.4,99.1%,HOU,5,2020
20,James Conner,15,44,2.9,25,1,1,3,3,19,6.3,0,0,1,15.3,15.3,94.4%,ARI,5,2020
21,Raheem Mostert,11,90,8.2,37,1,0,3,3,29,9.7,0,0,1,14.9,14.9,92.7%,MIA,5,2020
22,Justin Jackson,15,71,4.7,36,1,0,5,6,23,4.6,0,0,1,14.4,14.4,0.0%,FA,5,2020
23,T.J. Yeldon,7,52,7.4,34,1,0,1,3,22,22.0,1,0,1,14.4,14.4,0.0%,FA,5,2020
24,Kenyan Drake,18,60,3.3,10,0,1,1,1,2,2.0,0,0,1,13.2,13.2,0.0%,FA,5,2020
25,David Johnson,17,96,5.6,29,1,0,2,4,7,3.5,0,0,1,12.3,12.3,0.0%,FA,5,2020
26,Clyde Edwards-Helaire,10,40,4.0,9,0,0,3,8,40,13.3,0,0,1,11.0,11.0,7.3%,KC,5,2020
27,J.D. McKissic,1,3,3.0,3,0,0,6,8,46,7.7,0,0,1,10.9,10.9,0.0%,FA,5,2020
28,Antonio Gibson,11,27,2.5,6,0,0,5,5,24,4.8,0,0,1,10.1,10.1,34.1%,NE,5,2020
29,James Robinson,13,48,3.7,14,0,0,5,7,22,4.4,0,1,1,10.0,10.0,0.0%,FA,5,2020
30,J.K. Dobbins,1,34,34.0,34,1,0,3,3,21,7.0,0,0,1,8.5,8.5,61.0%,LAC,5,2020
31,Le'Veon Bell,13,60,4.6,13,0,0,1,1,7,7.0,0,0,1,7.7,7.7,0.2%,FA,5,2020
32,Latavius Murray,8,34,4.3,8,0,0,2,2,23,11.5,0,0,1,7.7,7.7,0.0%,FA,5,2020
33,Devontae Booker,7,62,8.9,43,1,0,1,1,5,5.0,0,0,1,7.7,7.7,0.0%,FA,5,2020
34,Brian Hill,6,39,6.5,11,0,0,2,2,15,7.5,0,0,1,7.4,7.4,0.0%,FA,5,2020
35,Chris Thompson,2,7,3.5,4,0,0,3,3,35,11.7,0,0,1,7.2,7.2,0.0%,FA,5,2020
36,Kyle Juszczyk,2,11,5.5,7,0,1,0,1,0,0.0,0,0,1,7.1,7.1,0.6%,SF,5,2020
37,Jalen Richard,1,4,4.0,4,0,0,4,5,26,6.5,0,0,1,7.0,7.0,1.0%,FA,5,2020
38,Matt Breida,9,28,3.1,12,0,0,1,1,31,31.0,0,0,1,6.9,6.9,0.0%,FA,5,2020
39,Cam Akers,9,61,6.8,46,1,0,0,0,0,0.0,0,0,1,6.1,6.1,1.5%,HOU,5,2020
40,Mark Ingram II,11,57,5.2,20,1,0,0,0,0,0.0,0,0,1,5.7,5.7,0.1%,FA,5,2020
41,Tony Pollard,6,30,5.0,13,0,0,2,3,2,1.0,0,0,1,5.2,5.2,90.8%,TEN,5,2020
42,Nyheim Hines,3,8,2.7,5,0,0,2,4,22,11.0,0,0,1,5.0,5.0,0.3%,CLE,5,2020
43,Darrel Williams,1,4,4.0,4,0,0,1,5,15,15.0,0,0,1,4.9,4.9,0.0%,FA,5,2020
44,Joshua Kelley,11,29,2.6,9,0,0,1,1,9,9.0,0,0,1,4.8,4.8,0.0%,FA,5,2020
45,D'Ernest Johnson,8,32,4.0,28,1,0,1,1,4,4.0,0,0,1,4.6,4.6,0.4%,JAC,5,2020
46,Alec Ingold,0,0,0.0,0,0,0,2,4,25,12.5,0,0,1,4.5,4.5,0.1%,MIA,5,2020
47,Wayne Gallman Jr.,5,24,4.8,13,0,0,2,2,0,0.0,0,0,1,4.4,4.4,0.0%,FA,5,2020
48,Devin Singletary,11,25,2.3,6,0,0,1,1,8,8.0,0,0,1,4.3,4.3,87.8%,NYG,5,2020
49,Jeremy McNichols,9,28,3.1,7,0,0,1,1,3,3.0,0,0,1,4.1,4.1,0.1%,WAS,5,2020
50,Malcolm Brown,8,30,3.8,12,0,0,1,2,-6,-6.0,0,0,1,3.4,3.4,0.0%,FA,5,2020
51,Frank Gore,9,30,3.3,11,0,0,0,0,0,0.0,0,0,1,3.0,3.0,12.1%,FA,5,2020
