Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Jones,18,168,9.3,75,1,2,4,8,68,17.0,1,0,1,45.6,45.6,96.1%,MIN,2,2020
2,Alvin Kamara,13,79,6.1,21,1,2,9,9,95,10.6,0,0,1,38.4,38.4,98.5%,NO,2,2020
3,Leonard Fournette,12,103,8.6,46,2,2,4,5,13,3.3,0,0,1,27.6,27.6,2.1%,FA,2,2020
4,Nick Chubb,22,124,5.6,26,2,2,1,1,9,9.0,0,0,1,26.3,26.3,83.5%,CLE,2,2020
5,Christian McCaffrey,18,59,3.3,9,0,2,4,5,29,7.3,0,0,1,24.8,24.8,100.0%,SF,2,2020
6,Kareem Hunt,10,86,8.6,33,1,1,2,2,15,7.5,1,0,1,24.1,24.1,0.2%,FA,2,2020
7,Ezekiel Elliott,22,89,4.0,11,0,1,6,7,33,5.5,0,1,1,22.2,22.2,81.8%,DAL,2,2020
8,David Montgomery,16,82,5.1,23,1,0,3,3,45,15.0,1,0,1,21.7,21.7,95.7%,DET,2,2020
9,James Robinson,16,102,6.4,39,1,1,3,4,18,6.0,0,0,1,21.0,21.0,0.0%,FA,2,2020
10,Miles Sanders,20,95,4.8,15,0,1,3,7,36,12.0,0,1,1,20.1,20.1,8.5%,CAR,2,2020
11,James Conner,16,106,6.6,59,1,1,2,2,15,7.5,0,0,1,20.1,20.1,94.4%,ARI,2,2020
12,Darrell Henderson Jr.,12,81,6.8,40,1,1,2,3,40,20.0,0,0,1,20.1,20.1,5.0%,FA,2,2020
13,Chris Carson,17,72,4.2,13,0,0,3,3,36,12.0,1,0,1,19.8,19.8,0.3%,FA,2,2020
14,Jonathan Taylor,26,101,3.9,13,0,1,2,2,9,4.5,0,0,1,19.0,19.0,99.9%,IND,2,2020
15,Austin Ekeler,16,93,5.8,13,0,0,4,4,55,13.8,0,0,1,18.8,18.8,87.4%,WAS,2,2020
16,Raheem Mostert,8,92,11.5,80,1,1,2,2,15,7.5,0,0,1,18.7,18.7,92.7%,MIA,2,2020
17,Dalvin Cook,14,63,4.5,16,0,1,2,2,8,4.0,0,0,1,17.1,17.1,12.7%,DAL,2,2020
18,Melvin Gordon III,19,70,3.7,17,0,0,2,3,14,7.0,1,0,1,16.4,16.4,0.0%,FA,2,2020
19,Mark Ingram II,9,55,6.1,30,1,1,2,3,22,11.0,0,0,1,15.7,15.7,0.1%,FA,2,2020
20,Dion Lewis,10,20,2.0,6,0,1,4,5,36,9.0,0,0,1,15.6,15.6,2.0%,FA,2,2020
21,Mike Davis,1,1,1.0,1,0,0,8,8,74,9.3,0,0,1,15.5,15.5,1.0%,FA,2,2020
22,Myles Gaskin,7,46,6.6,14,0,0,6,7,36,6.0,0,0,1,14.2,14.2,0.0%,MIN,2,2020
23,Jerick McKinnon,3,77,25.7,55,1,1,0,1,0,0.0,0,0,1,13.7,13.7,0.1%,FA,2,2020
24,Josh Jacobs,27,88,3.3,14,0,0,3,3,17,5.7,0,0,1,13.5,13.5,99.4%,GB,2,2020
25,Joshua Kelley,23,64,2.8,7,0,0,2,2,49,24.5,0,0,1,13.3,13.3,0.0%,FA,2,2020
26,Clyde Edwards-Helaire,10,38,3.8,17,0,0,6,8,32,5.3,0,0,1,13.0,13.0,7.3%,KC,2,2020
27,Joe Mixon,16,46,2.9,9,0,0,4,4,40,10.0,0,0,1,12.6,12.6,99.1%,HOU,2,2020
28,Antonio Gibson,13,55,4.2,11,0,1,1,2,-3,-3.0,0,0,1,12.2,12.2,34.1%,NE,2,2020
29,D'Andre Swift,5,12,2.4,5,0,0,5,5,60,12.0,0,0,1,12.2,12.2,94.7%,CHI,2,2020
30,Chris Thompson,2,7,3.5,5,0,0,3,4,20,6.7,1,0,1,11.7,11.7,0.0%,FA,2,2020
31,Kenyan Drake,20,86,4.3,16,0,0,2,2,9,4.5,0,0,1,11.5,11.5,0.0%,FA,2,2020
32,Ronald Jones II,7,23,3.3,7,0,1,2,2,4,2.0,0,0,1,10.7,10.7,0.0%,FA,2,2020
33,Devin Singletary,10,56,5.6,18,0,0,2,3,20,10.0,0,0,1,9.6,9.6,87.8%,NYG,2,2020
34,Kerryon Johnson,8,32,4.0,8,0,1,0,1,0,0.0,0,0,1,9.2,9.2,0.0%,FA,2,2020
35,Rex Burkhead,6,2,0.3,3,0,0,4,6,47,11.8,0,0,1,8.9,8.9,10.0%,FA,2,2020
36,Jalen Richard,2,26,13.0,20,1,1,0,0,0,0.0,0,0,1,8.6,8.6,1.0%,FA,2,2020
37,Alec Ingold,0,0,0.0,0,0,0,2,2,5,2.5,1,0,1,8.5,8.5,0.1%,MIA,2,2020
38,Derrick Henry,25,84,3.4,14,0,0,0,2,0,0.0,0,0,1,8.4,8.4,99.9%,BAL,2,2020
39,Jamaal Williams,8,63,7.9,18,0,0,0,0,0,0.0,0,0,1,8.3,8.3,5.0%,NO,2,2020
40,Giovani Bernard,1,3,3.0,3,0,0,5,7,22,4.4,0,0,1,7.5,7.5,0.0%,FA,2,2020
41,Gus Edwards,10,73,7.3,22,1,0,0,0,0,0.0,0,0,1,7.3,7.3,78.0%,LAC,2,2020
42,Boston Scott,4,19,4.8,9,0,0,3,3,24,8.0,0,0,1,7.3,7.3,0.0%,PIT,2,2020
43,Reggie Gilliam,0,0,0.0,0,0,0,1,1,1,1.0,1,0,1,7.1,7.1,0.0%,BUF,2,2020
44,Patrick Ricard,0,0,0.0,0,0,0,1,1,1,1.0,1,0,1,7.1,7.1,0.1%,BAL,2,2020
45,J.K. Dobbins,2,48,24.0,44,1,0,1,1,13,13.0,0,0,1,7.1,7.1,61.0%,LAC,2,2020
46,Jakob Johnson,0,0,0.0,0,0,0,1,1,1,1.0,1,0,1,7.1,7.1,0.0%,FA,2,2020
47,LeSean McCoy,1,-5,-5.0,0,0,0,5,7,26,5.2,0,0,1,7.1,7.1,2.0%,FA,2,2020
48,David Johnson,11,34,3.1,9,0,0,2,4,16,8.0,0,0,1,7.0,7.0,0.0%,FA,2,2020
49,Jordan Howard,5,4,0.8,2,0,1,0,0,0,0.0,0,0,1,6.4,6.4,0.0%,FA,2,2020
50,Frank Gore,21,63,3.0,13,0,0,0,2,0,0.0,0,0,1,6.3,6.3,12.1%,FA,2,2020
51,Todd Gurley II,21,61,2.9,8,0,0,0,0,0,0.0,0,0,1,6.1,6.1,0.1%,FA,2,2020
52,Tevin Coleman,14,12,0.9,6,0,0,2,2,28,14.0,0,0,1,6.0,6.0,0.0%,FA,2,2020
53,Carlos Hyde,5,22,4.4,9,0,0,2,2,15,7.5,0,0,1,5.7,5.7,0.0%,FA,2,2020
54,Latavius Murray,3,14,4.7,8,0,0,2,2,19,9.5,0,0,1,5.3,5.3,0.0%,FA,2,2020
55,J.D. McKissic,8,53,6.6,13,0,0,0,0,0,0.0,0,0,1,5.3,5.3,0.0%,FA,2,2020
56,Matt Breida,7,37,5.3,11,0,0,1,2,2,2.0,0,0,1,4.9,4.9,0.0%,FA,2,2020
57,Malcolm Brown,11,47,4.3,19,0,0,0,0,0,0.0,0,0,1,4.7,4.7,0.0%,FA,2,2020
58,Brian Hill,3,14,4.7,10,0,0,2,2,11,5.5,0,0,1,4.5,4.5,0.0%,FA,2,2020
59,Ty Montgomery II,0,0,0.0,0,0,0,2,3,25,12.5,0,0,1,4.5,4.5,0.0%,FA,2,2020
